DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN7RB.bin.154	99.87
PN6RI.bin.195	99.87
PN3RB.bin.55	99.86
PN15RP.vae.37429	99.86
PN5RD.vae.11385	99.86
PN8RR.vae.40753	99.86
PN5RB.bin.46	99.85
PN11RC.vae.15398	99.85
H222	99.85
PN6RS.vae.155494	99.84
PN6RO.vae.45512	99.84
PN3JG.bin.28	99.84
PN3GB.bin.76	99.84
PN5IH.vae.665	99.83
PN5RD.vae.38703	99.83
PN4RE.bin.117	99.83
PN8RS.vae.2551	99.82
PN16RL.bin.52	99.82
PN11RK.bin.123	99.81
PN5RE.bin.352	99.81
PN1LD.bin.152	99.79
PN8RG.bin.154	99.78
PN4RA.vae.33526	99.78
PN5JC.vae.770	99.77
PN5GG.bin.34	99.77
PN10RF.vae.16545	99.77
PN8RC.vae.1634	99.76
PN7RS.bin.135	99.76
PN7RL.bin.56	99.76
PN5LD.bin.2	99.76
PN10RB.bin.129	99.76
PN12RC.bin.47	99.76
PN6RG.bin.120	99.75
PN14RP.vae.4818	99.75
PN13RP.vae.1205	99.74
PN1JG.bin.27	99.74
PN5RD.vae.1108	99.74
PN15RO.vae.13299	99.74
J1119	99.73
PN9RP.vae.118	99.73
PN8RE.vae.28853	99.73
PN1JG.bin.8	99.73
PN5RE.bin.328	99.72
PN1GI.bin.8	99.72
PN8RF.vae.9958	99.71
PN3CG.vae.9795	99.71
PN5IA.bin.19	99.71
PN3GH.vae.1435	99.7
PN11RI.vae.576	99.7
PN5RB.bin.120	99.7
PN9RK.vae.4841	99.7
PN1CH.vae.93024	99.7
PN9RE.vae.43533	99.69
PN1CL.vae.22638	99.69
PN5LC.bin.69	99.69
PN7RL.bin.138	99.69
PN3CD.vae.175426	99.69
PN5RC.vae.6630	99.69
PN5LE.vae.12265	99.68
PN10RL.bin.130	99.68
PN7RK.bin.178	99.67
PN7RM.vae.11221	99.66
PN5RD.bin.64	99.66
PN6RI.vae.38939	99.66
PN5RH.vae.19686	99.66
K319	99.66
PN10RH.vae.8546	99.65
PN5JD.vae.18303	99.64
PN8RN.vae.7261	99.64
PN6RK.bin.21	99.64
PN14RQ.bin.234	99.64
PN15RA.bin.5	99.64
R106	99.53
PN5IA.bin.33	99.62
PN7RE.bin.131	99.62
PN6RP.bin.45	99.62
PN3CD.vae.19133	99.62
PN10RG.vae.8672	99.61
PN9RE.vae.56657	99.61
PN8RL.vae.33528	99.6
PN5RB.vae.46801	99.6
PN5JB.vae.7699	99.57
PN1CA.vae.30833	99.57
PN1RC.vae.8095	99.57
PN10RF.bin.125	99.57
PN3LG.vae.13907	99.57
PN14RA.bin.96	99.56
PN8RA.vae.3959	99.56
PN3CA.vae.9529	99.56
J1034	99.46
PN5LG.bin.35	99.55
PN1LF.vae.9401	99.55
PN5IE.bin.107	99.55
PN6RQ.bin.90	99.55
PN6RT.bin.182	99.53
PN12RC.bin.33	99.52
PN11RJ.bin.205	99.52
PN1RD.bin.78	99.52
PN14RQ.bin.12	99.5
PN4RE.vae.32771	99.48
PN10RB.vae.90602	99.47
CH35	99.47
PN9RF.vae.4481	99.46
PN10RB.bin.39	99.46
G32	99.44
PN9RI.bin.18	99.44
PN11RA.bin.14	99.43
PN13RD.vae.9407	99.42
PN16RS.bin.119	99.42
PN13RP.bin.174	99.42
PN13RC.vae.7082	99.4
PN3CA.vae.75723	99.4
PN10RM.bin.150	99.39
PN5RG.vae.52961	99.38
PN14RO.vae.77412	99.36
PN2RB.vae.24203	99.36
PN3CH.vae.25040	99.36
PN15RM.vae.8105	99.36
PN9RH.vae.1796	99.35
PN7RM.vae.2197	99.34
PN11RK.vae.9311	99.34
PN10RH.bin.87	99.32
PN9RA.bin.136	99.29
PN16RF.bin.122	99.28
PN8RM.vae.508	99.27
PN5RF.bin.283	99.27
PN5JD.vae.7980	99.27
PN14RM.vae.22903	99.25
PN3RG.vae.41243	99.25
PN11RG.vae.20532	99.24
PN14RE.bin.96	99.24
PN9RD.vae.1750	99.23
PN5RA.bin.5	99.23
PN8RE.vae.28214	99.23
PN1LH.vae.121437	99.22
PN13RB.vae.13829	99.22
PN16RM.bin.54	99.2
PN7RF.vae.38499	99.17
PN4RG.vae.8229	99.17
PN5RE.bin.73	99.17
PN5CB.vae.60796	99.16
PN3RD.bin.86	99.16
PN16RR.bin.8	99.16
PN11RE.bin.23	99.15
PN1CL.vae.19985	99.14
PN16RB.bin.70	99.11
PN8RN.vae.742	99.1
PN16RR.bin.92	99.1
PN11RF.vae.28473	99.09
PN5LD.bin.185	99.08
PN3RG.bin.41	99.07
PN5RE.bin.154	99.06
PN9RJ.bin.283	99.06
PN5RE.bin.97	99.06
PN4RB.vae.22037	99.05
PN10RF.vae.12877	99.04
PN11RM.vae.35089	99.03
PN7RN.bin.141	99.02
PN12RJ.vae.3601	99.02
PN16RR.vae.51521	99.02
PN1RH.vae.26451	99.02
PN1RI.bin.68	99.01
PN16RD.bin.34	99
PN10RF.vae.2930	99
PN6RH.vae.5507	99
PN3RD.vae.16036	98.99
PN5RD.vae.5647	98.99
PN5JD.bin.136	98.98
PN5RA.vae.64030	98.98
PN5RA.bin.253	98.97
PN15RO.bin.41	98.97
PN16RK.vae.36348	98.95
PN1RJ.bin.134	98.95
PN13RC.vae.10903	98.93
PN5GE.vae.2810	98.92
PN8RJ.bin.163	98.92
PN10RP.vae.18017	98.92
PN7RF.bin.55	98.91
PN8RB.bin.141	98.91
PN8RM.vae.48793	98.91
PN14RK.vae.3709	98.9
PN2CI.vae.6379	98.9
G66	98.8
PN6RA.vae.93628	98.89
PN8RK.bin.94	98.89
PN2LG.bin.121	98.87
PN3CB.bin.54	98.85
PN8RQ.bin.136	98.85
PN3DD.bin.1	98.83
PN12RA.bin.172	98.82
PN5RA.bin.273	98.81
PN8RL.bin.149	98.81
PN10RD.bin.77	98.81
PN10RJ.vae.2376	98.81
PN5LF.vae.24624	98.8
PN5IE.bin.56	98.79
PN5LD.vae.16582	98.79
PN15RM.bin.29	98.78
PN2CF.vae.12729	98.76
PN3RD.bin.202	98.76
PN9RI.vae.1292	98.74
PN5RH.vae.15485	98.73
PN1CK.bin.25	98.73
PN6RI.bin.29	98.73
PN8RK.vae.152763	98.72
PN7RN.vae.63066	98.72
PN15RH.vae.10913	98.7
PN5RB.vae.5788	98.68
PN5CF.vae.63495	98.68
PN11RC.bin.20	98.67
PN2CI.vae.2677	98.64
PN5CF.bin.10	98.64
PN16RF.vae.89971	98.64
PN8RM.vae.20521	98.64
PN16RC.bin.14	98.63
PN3LF.bin.122	98.63
PN11RA.bin.182	98.61
PN3LH.vae.8964	98.61
PN12RI.bin.1	98.6
PN5CB.vae.3104	98.59
PN5LA.bin.181	98.59
PN12RJ.vae.164162	98.58
PN12RI.vae.26997	98.58
PN2LG.vae.82158	98.58
PN1LE.vae.465	98.56
PN10RH.vae.44457	98.56
PN5RB.vae.5444	98.56
PN5RC.vae.225	98.55
PN3JG.bin.78	98.54
PN7RG.bin.22	98.54
PN16RQ.bin.157	98.54
PN12RE.bin.72	98.53
PN4RF.vae.331378	98.5
PN6RH.bin.111	98.47
PN8RJ.bin.77	98.44
PN16RT.vae.89614	98.44
PN2LH.vae.16244	98.43
PN5LC.bin.9	98.42
PN14RT.bin.134	98.42
PN1RL.bin.199	98.41
PN5LH.bin.17	98.37
PN1CG.vae.31761	98.37
PN6RJ.vae.1630	98.37
PN6RF.bin.174	98.37
PN8RJ.vae.7960	98.36
PN10RH.bin.111	98.36
PN3RH.vae.27444	98.36
PN11RE.bin.119	98.35
PN16RV.vae.14979	98.34
PN5RE.bin.11	98.34
PN8RA.bin.133	98.33
PN14RT.bin.36	98.32
PN9RM.bin.130	98.3
PN3LA.bin.49	98.29
PN16RJ.bin.135	98.28
PN9RB.vae.9726	98.28
PN1CD.vae.41772	98.28
PN5LE.bin.182	98.28
PN5CA.vae.62899	98.27
PN2LG.vae.6786	98.27
PN5RB.vae.19792	98.26
PN16RF.vae.34783	98.25
PN3RB.vae.7224	98.24
PN10RF.vae.6867	98.24
J343	98.14
K343	98.13
PN10RI.vae.2839	98.21
PN3CC.bin.184	98.21
PN14RT.vae.40680	98.2
PN10RC.vae.44463	98.2
PN16RR.vae.80791	98.19
PN7RU.vae.57803	98.19
PN10RQ.vae.1396	98.17
PN11RK.bin.56	98.16
PN13RE.vae.10287	98.16
PN7RR.vae.10001	98.15
PN8RO.vae.2175	98.15
PN2RG.bin.177	98.15
PN3RD.bin.147	98.15
PN8RB.vae.19883	98.14
PN7RP.vae.23470	98.14
PN4RF.vae.51092	98.13
PN6RL.vae.974	98.13
PN8RS.bin.88	98.12
PN15RA.bin.108	98.1
PN8RR.bin.25	98.1
PN15RN.bin.35	98.1
PN8RK.bin.49	98.08
PN1CE.bin.89	98.03
PN10RL.bin.111	98.03
PN5CF.vae.13160	98
PN5RH.vae.1187	97.98
PN16RF.bin.170	97.98
PN9RM.bin.196	97.97
PN9RJ.bin.55	97.97
PN16RC.vae.7759	97.95
PN1RC.vae.66755	97.95
PN1RK.vae.9763	97.94
PN5RE.vae.7350	97.93
PN8RM.vae.3300	97.92
PN7RL.bin.146	97.91
PN7RP.bin.162	97.91
PN6RT.vae.6506	97.91
PN6RI.bin.187	97.9
PN7RG.vae.71998	97.89
PN1II.bin.15	97.89
PN16RN.bin.23	97.88
PN1RI.bin.31	97.87
PN6RM.bin.12	97.86
PN6RQ.vae.45334	97.8
PN8RA.vae.20328	97.8
PN7RO.bin.127	97.79
PN2RH.bin.45	97.78
PN10RA.bin.28	97.77
PN5RF.vae.257	97.75
PN5RF.vae.7282	97.74
PN10RD.vae.8840	97.74
PN16RH.bin.45	97.72
PN10RL.bin.182	97.71
PN5RB.bin.25	97.71
PN5RE.bin.134	97.71
PN5LD.vae.1556	97.7
PN3DG.bin.89	97.68
PN16RI.vae.59225	97.67
PN3RG.vae.10201	97.67
PN1RL.bin.187	97.67
PN5CF.vae.2490	97.66
PN5RE.bin.64	97.65
PN2CC.vae.10734	97.64
PN14RQ.bin.75	97.64
PN6RG.vae.12596	97.63
PN3GD.bin.28	97.62
PN7RI.vae.5574	97.61
PN3RF.vae.37328	97.61
PN14RQ.bin.173	97.61
PN3GF.bin.54	97.59
PN5GB.bin.6	97.58
PN8RG.vae.10847	97.58
PN3LA.vae.103619	97.57
PN13RP.bin.76	97.56
PN10RD.vae.2040	97.53
PN3LC.vae.2070	97.52
PN3RF.bin.193	97.52
PN6RS.bin.9	97.51
PN5RE.vae.7681	97.51
PN16RH.vae.11381	97.51
PN13RP.bin.41	97.51
PN5RC.bin.165	97.5
PN3GA.vae.28292	97.49
PN8RA.vae.23359	97.49
PN1CC.bin.32	97.49
PN15RB.bin.142	97.46
PN13RK.vae.1409	97.45
PN3CA.vae.114276	97.45
PN10RH.bin.189	97.45
PN9RK.bin.136	97.44
PN12RC.vae.13629	97.43
PN3CH.vae.58057	97.42
PN5RA.bin.269	97.42
PN16RK.vae.18101	97.42
PN5LF.bin.80	97.4
PN10RQ.bin.23	97.38
PN5LG.vae.10074	97.38
PN5RH.vae.57552	97.37
PN1LF.bin.53	97.36
PN16RE.vae.7477	97.34
PN5RA.vae.29304	97.34
PN3LC.vae.45043	97.34
PN6RE.vae.18720	97.33
PN1LC.bin.75	97.33
PN14RA.bin.117	97.32
PN11RC.bin.79	97.32
PN8RD.vae.6440	97.31
PN1GH.vae.83207	97.29
PN15RO.vae.4522	97.29
PN3JG.bin.42	97.29
PN2RH.vae.6302	97.28
PN3LE.vae.14644	97.28
PN8RJ.bin.120	97.28
PN5RG.vae.86065	97.28
PN13RB.vae.27210	97.25
PN11RN.bin.60	97.25
PN14RI.bin.51	97.24
PN15RP.vae.1355	97.23
PN1CB.bin.39	97.23
PN5LH.vae.12128	97.22
PN15RH.bin.74	97.21
PN5RF.bin.6	97.21
PN10RN.vae.57081	97.21
PN3RG.bin.208	97.21
PN3LE.vae.45329	97.2
PN6RF.vae.33473	97.2
PN9RJ.bin.13	97.19
PN9RK.bin.125	97.17
PN10RD.vae.147424	97.15
PN7RV.vae.20843	97.14
PN1GH.vae.23475	97.13
PN13RF.bin.37	97.13
PN6RC.vae.1485	97.13
PN1LF.vae.4791	97.12
PN5RB.bin.12	97.11
PN6RS.bin.39	97.11
PN11RE.vae.18868	97.1
PN6RL.vae.46963	97.09
PN1RJ.bin.125	97.09
PN11RN.bin.183	97.07
PN5LD.vae.12064	97.06
PN1RD.bin.202	97.06
PN16RU.vae.14478	97.05
PN2RE.vae.2846	97.05
PN8RC.bin.102	97.04
PN10RP.vae.24027	97.03
PN5CE.vae.3389	97.02
PN14RN.vae.373	97.02
PN10RA.vae.5622	96.99
PN5LF.bin.176	96.99
PN1RB.vae.6396	96.99
PN16RT.vae.19994	96.98
PN7RJ.vae.390	96.96
PN5RE.bin.323	96.96
PN7RG.bin.115	96.96
CH38	96.85
PN7RO.bin.129	96.94
PN5RH.vae.5611	96.93
PN3JG.bin.11	96.91
PN12RH.vae.13126	96.91
PN1JE.bin.63	96.91
PN1RA.vae.47560	96.91
PN5RB.bin.166	96.9
PN15RE.bin.78	96.9
PN10RK.bin.142	96.89
PN10RQ.vae.15095	96.88
PN10RG.bin.62	96.88
PN3CD.bin.116	96.87
PN5RC.vae.7632	96.86
PN10RS.vae.8767	96.86
PN14RC.bin.219	96.85
PN16RA.vae.61343	96.85
PN3GB.vae.4040	96.84
PN5LB.bin.186	96.84
PN11RG.bin.118	96.84
PN1RD.vae.40434	96.83
PN14RB.bin.101	96.82
PN3RF.bin.74	96.81
PN5RH.bin.84	96.79
PN8RL.vae.6450	96.78
PN16RL.vae.34628	96.78
PN5LC.vae.3858	96.75
PN8RG.bin.183	96.74
PN12RE.bin.24	96.73
PN6RI.bin.183	96.72
PN8RD.vae.3160	96.71
PN2CC.vae.17166	96.7
PN7RM.vae.3041	96.7
PN3RD.bin.9	96.69
PN15RO.bin.135	96.68
PN10RJ.vae.58360	96.68
PN1CB.vae.14265	96.66
PN12RC.vae.3991	96.64
PN5RC.vae.11857	96.64
PN1RD.bin.191	96.62
PN5LF.vae.16822	96.61
PN8RO.vae.1089	96.61
PN10RK.bin.20	96.61
PN8RC.bin.162	96.61
PN5RA.vae.5961	96.58
PN9RB.vae.37285	96.58
PN9RQ.bin.10	96.57
PN11RN.vae.20363	96.57
PN15RK.vae.25406	96.56
PN5RD.vae.76495	96.55
PN1GG.bin.16	96.53
PN13RO.bin.68	96.52
PN8RR.vae.25642	96.51
PN9RJ.bin.67	96.5
PN16RI.bin.38	96.49
PN5LF.vae.16661	96.47
PN2CC.vae.102026	96.45
PN15RI.vae.21457	96.45
PN6RN.vae.1258	96.44
PN5RB.vae.38219	96.43
PN3RH.bin.230	96.4
PN3LD.vae.54935	96.4
PN16RE.bin.157	96.39
PN14RC.bin.108	96.39
PN1CF.bin.53	96.38
PN2LE.bin.18	96.37
PN13RL.vae.49627	96.37
PN10RD.vae.19703	96.37
PN1GJ.bin.90	96.36
PN1GG.bin.47	96.36
PN2CC.vae.45014	96.35
PN1RC.bin.174	96.33
PN10RA.vae.55780	96.32
PN6RF.vae.32939	96.31
PN1GG.bin.46	96.3
PN2LB.bin.114	96.29
PN5RF.bin.177	96.27
PN15RI.vae.1573	96.27
PN2CE.bin.19	96.26
PN3RH.vae.37285	96.25
PN6RD.vae.25455	96.25
PN16RT.bin.59	96.24
PN15RB.vae.111800	96.24
PN3GD.bin.22	96.23
PN11RN.bin.28	96.23
PN1RH.vae.13216	96.22
PN10RL.vae.771	96.22
PN14RB.bin.73	96.22
PN11RK.vae.102815	96.21
PN13RM.vae.18568	96.19
PN16RA.vae.36252	96.19
PN14RI.vae.60161	96.18
PN8RM.vae.12120	96.18
PN5RA.vae.36318	96.18
PN16RP.bin.77	96.17
PN6RK.bin.86	96.17
PN4RF.bin.66	96.17
PN16RR.vae.132844	96.16
PN5RC.bin.253	96.16
PN3RA.bin.222	96.15
PN5CC.vae.50755	96.15
PN6RI.bin.149	96.14
PN7RD.bin.67	96.11
PN8RO.vae.29805	96.1
PN9RJ.vae.3537	96.09
PN13RQ.bin.213	96.08
PN12RH.vae.2345	96.05
PN5RB.vae.542	96.05
PN6RJ.vae.156555	96.03
PN14RI.vae.6677	96.03
PN13RO.vae.51403	96.01
PN1RA.vae.49027	96
PN2RH.vae.22093	95.98
PN1RL.vae.4386	95.97
PN6RF.bin.48	95.97
PN13RE.vae.2213	95.94
PN3LC.vae.133304	95.94
PN7RN.bin.84	95.94
PN12RD.vae.22189	95.91
PN5RC.vae.23630	95.91
PN16RU.bin.17	95.9
PN13RC.vae.146874	95.89
PN3JH.bin.22	95.87
PN16RM.bin.80	95.87
PN14RD.vae.79669	95.87
PN3LA.vae.8234	95.86
PN7RE.bin.59	95.85
PN3CH.vae.6610	95.84
PN2GD.bin.37	95.83
PN11RN.bin.44	95.83
PN16RD.bin.42	95.82
PN10RI.vae.10777	95.82
PN16RA.vae.10211	95.81
PN10RA.vae.29982	95.81
PN5RB.vae.17155	95.8
PN14RQ.bin.92	95.8
PN5RD.vae.5999	95.8
PN8RB.bin.150	95.79
PN10RC.bin.112	95.77
PN10RS.vae.51532	95.77
PN10RR.vae.16186	95.76
PN12RI.vae.7954	95.75
PN4RD.bin.65	95.74
PN7RT.vae.15252	95.74
PN10RC.bin.31	95.72
PN3JH.vae.2382	95.71
PN1RE.bin.183	95.71
PN9RH.vae.9560	95.7
PN15RB.vae.74864	95.69
PN8RM.vae.3712	95.69
PN7RT.vae.47292	95.68
PN1RB.bin.29	95.66
PN7RL.vae.4461	95.65
PN5CC.bin.127	95.64
PN5RF.vae.140329	95.63
PN1CA.bin.30	95.63
PN2RF.vae.45811	95.63
PN11RG.bin.160	95.62
PN1CD.bin.25	95.61
PN3RF.vae.42242	95.6
PN5CF.vae.25518	95.6
PN16RT.vae.55935	95.6
PN14RO.vae.20045	95.6
PN2RA.vae.254505	95.6
PN15RE.bin.134	95.59
PN1RE.bin.124	95.56
PN16RO.bin.40	95.56
PN5RC.bin.200	95.55
PN5LA.bin.224	95.54
PN3RB.bin.162	95.54
PN10RC.vae.41493	95.54
PN1RL.vae.2409	95.53
PN5CG.vae.35720	95.53
PN1RC.bin.294	95.53
PN5RF.bin.155	95.52
PN16RI.vae.19097	95.51
PN13RE.bin.187	95.5
CH11	95.5
PN5RD.bin.87	95.49
PN2RA.vae.40846	95.49
PN11RA.bin.228	95.49
K299	95.38
PN10RB.vae.3433	95.47
PN3CG.bin.91	95.46
PN5LB.vae.22194	95.46
PN13RP.bin.232	95.45
PN2CF.bin.75	95.4
PN15RB.vae.92164	95.4
PN6RG.vae.26675	95.38
PN8RE.bin.181	95.37
PN8RC.bin.75	95.36
PN1LL.vae.7969	95.35
PN2RF.vae.40079	95.35
PN5RG.vae.121717	95.34
PN2CE.bin.38	95.33
PN10RF.vae.2611	95.31
PN14RL.bin.170	95.31
PN8RS.vae.23672	95.29
PN14RO.bin.174	95.29
PN14RG.bin.125	95.28
PN8RQ.vae.7064	95.28
PN3RH.bin.286	95.28
PN2RG.bin.133	95.25
PN10RR.vae.16207	95.25
PN5LD.vae.9312	95.24
PN7RG.vae.7305	95.24
PN8RL.bin.176	95.23
PN1RD.vae.72805	95.22
PN6RE.vae.5312	95.22
PN10RI.vae.17698	95.21
PN8RS.bin.57	95.21
PN3CA.vae.2569	95.2
PN3GG.bin.14	95.19
PN2JD.bin.5	95.19
PN8RL.vae.7700	95.19
PN2LE.vae.27167	95.18
PN3GB.bin.12	95.16
PN2LF.bin.35	95.15
PN11RI.vae.4412	95.13
