Term	es	nes	pval	sidak	fdr	geneset_size	leading_edge
ko04139:Mitophagy - yeast	-0.6957778550596619	-3.8087488341702564	0.0001396717433557182	0.06771816522073712	0.006374110469506412	34	K19718,K11227,K11233,K02677,K17984,K17774,K17800,K08955,K17775,K17969,K19708,K04464,K02332,K11229,K11231,K08294,K17765,K17764,K08330,K11244,K19717,K18191,K09243
ko04138:Autophagy - yeast	-0.5359038584278367	-3.762842855407294	0.00016799276830736787	0.08088079564583096	0.007027697474191556	82	K09464,K17607,K08340,K08338,K08493,K08331,K17900,K05754,K08502,K06027,K21158,K21156,K21144,K04464,K08336,K21145,K21157,K01336,K21197,K18083,K21155,K17909,K17906,K08335,K08330,K16314,K08329,K09468,K09243
ko00623:Toluene degradation	0.7065766348326068	3.6145962540202303	0.0003008160425423956	0.14018013499902088	0.011059274358305941	33	K05797,K16244,K15764,K15763,K15760,K07543,K07546,K15761,K03380,K15757,K15765,K07548,K16245,K15758,K16242,K20199,K00217,K16246,K20200,K00141,K16249
ko04015:Rap1 signaling pathway	0.5314648105270582	3.608118199519195	0.000308425978120086	0.14345953925327093	0.011059274358305941	93	K07828,K06069,K06271,K05087,K19662,K04353,K04432,K01116,K06070,K08013,K07835,K05702,K00922,K04266,K08041,K17703,K12362,K17701,K04456,K04534,K07834,K04351,K05858,K04392,K05093,K04361,K08042,K07860,K05726,K12490
ko04140:Autophagy - animal	0.5282685041107537	3.5207250313285767	0.0004303686459619094	0.19433847039173066	0.0144030040181919	91	K07828,K07204,K17890,K07298,K07198,K21250,K05087,K21357,K07897,K23611,K07920,K07898,K04382,K07208,K01363,K04688,K07901,K04958,K16186,K00922,K01379,K18082,K04371,K08269,K01110,K18052,K07874,K19330,K04456,K08337,K00914,K08852,K03175,K07830,K21248,K07207,K07203,K06068,K08803,K04427,K14381,K07827,K21249
ko04010:MAPK signaling pathway	0.46582255350743823	3.4436225106956466	0.0005739764837966455	0.2504025262704313	0.017271464914887166	138	K07828,K04425,K04849,K04461,K16510,K21278,K04373,K04855,K05087,K04857,K04412,K04854,K19662,K04353,K04432,K04468,K07860,K04431,K04437,K04404,K04460,K04850,K04444,K04851,K04416,K02580,K04450,K04443,K04371,K03099,K12362,K04409,K04426,K04411,K17534,K04456,K03175,K12326,K07830,K04419,K04424,K04860,K04392,K04344,K05093,K04427,K07827,K04361,K04349,K20216,K05866
ko04040:Ion channels	0.4681985378861255	3.4326319378706556	0.0005977529641270074	0.2593015660192203	0.017271464914887166	135	K04884,K19499,K04959,K04905,K04857,K05016,K04882,K04880,K04874,K19496,K04911,K04892,K04885,K04984,K04834,K04943,K04942,K04956,K04850,K04883,K16896,K04944,K05011,K16897,K04909,K05218,K04908,K04837,K04955,K04860,K19501,K19480,K04344,K04910
ko01057:Biosynthesis of type II polyketide products	0.6427265425825642	3.4230198467521085	0.0006192955547170698	0.2672734286565584	0.017271464914887166	41	K15970,K15972,K15932,K15942,K14631,K14629,K05556,K15935,K14252,K14254,K15956,K14628,K14251,K21297,K15927,K15928,K15926
ko03041:Spliceosome	0.41504655529581197	3.3499931140266805	0.0008081356935225603	0.3335886326488665	0.020999886796701915	304	K12741,K13155,K12897,K12822,K13130,K12828,K11594,K09564,K12846,K12894,K12736,K13098,K09566,K13126,K12830,K13171,K12891,K12827,K23966,K13146,K13208,K24826,K25006,K13111,K13025,K25059,K12840,K12870,K13195,K13091,K09528,K09526,K12820,K13139,K13120,K24824,K13202,K12833,K06099,K13132,K26076,K12834,K13137,K13159,K12847,K06063,K12735,K12876,K13100,K13143,K13125,K12888,K09533,K13161,K12878,K12855,K13157,K13178,K12815,K03102,K12861,K13116,K11088,K12818,K13186,K13103,K13175,K10598,K12896,K12852,K13184,K25931,K13187,K13172,K12624,K13181,K25058,K12842,K13101,K13144,K13154,K13124,K13110,K14948,K12968,K12839,K12845,K13207,K12856,K12835,K13044,K11091,K12850,K13119,K08827,K13108,K13160,K12849,K12843,K12858,K13211,K12826,K11586,K17043,K20100,K13133,K13117,K08818,K15409,K12823,K12864,K12862
ko04031:GTP-binding proteins	0.4727410977502163	3.338533178076427	0.0008422197178896695	0.3449033134967975	0.020999886796701915	123	K07899,K24888,K07828,K07910,K07876,K07907,K07930,K07944,K07931,K07883,K07884,K07882,K07897,K07939,K07887,K07920,K07877,K07898,K04353,K07875,K07208,K07902,K07835,K07950,K07929,K07901,K07908,K07915,K07851,K07855,K07891,K07916,K07878,K17199,K07841,K07874,K07834,K04534,K07833,K07921,K07934,K07911,K07830,K07909,K07913,K07881,K04392,K06108,K07827,K07888,K07903,K07838,K07860,K07914
ko01004:Lipid biosynthesis proteins	0.45722260139232607	3.326804024083029	0.0008784813201807573	0.35673045295378036	0.020999886796701915	138	K10249,K01896,K13508,K00508,K03921,K05553,K12421,K01074,K13699,K13510,K12439,K00665,K12437,K04712,K11628,K11611,K10255,K04790,K15013,K13776,K10224,K13517,K12443,K10203,K23618,K12431,K23617,K12441,K12444,K12442,K12433,K05554,K10226,K10205,K12430,K12429,K03822,K05551,K05552,K22769,K11609,K00142,K03922,K11533
ko03019:Messenger RNA biogenesis	-0.3548575334187712	-3.3064557781120496	0.0009448426299987212	0.3778258342099092	0.021559590920879907	371	K09291,K12594,K20103,K23719,K18731,K14313,K06100,K18717,K12597,K18724,K12881,K18726,K12612,K18776,K14309,K14400,K12615,K08873,K18712,K23799,K14651,K13088,K18750,K18721,K18759,K14017,K10683,K11097,K23039,K14308,K23960,K18716,K18719,K14962,K18725,K18736,K00987,K18723,K12622,K14311,K18732,K23801,K13201,K14399,K21806,K14310,K10767,K14396,K02202,K10881,K15541,K14543,K11368,K14328,K15542,K01098,K12602,K12596,K09893,K18737,K12627,K18730,K14303,K14284,K14315,K03258,K12601,K12608,K12882,K12584,K18718,K12600,K18720,K18715,K12620,K18757,K18658,K14304,K18722,K12609,K12592,K12595,K18713,K09276,K15543,K14307,K14306
ko01059:Biosynthesis of enediyne antibiotics	0.602513951698001	3.2927483980384693	0.0009921321516113135	0.39243588456338596	0.02165436261342954	46	K21256,K16431,K20423,K21214,K15315,K21163,K21178,K21162,K20420,K15320,K20422,K21185,K20421,K21193,K21209
ko03420:Nucleotide excision repair	-0.527149596322747	-3.2574176810115723	0.00112430863253965	0.4314809477131892	0.023516788897287682	60	K10849,K03012,K03008,K03506,K10739,K03011,K02202,K02326,K03504,K10847,K10841,K03014,K10838,K10570,K03141,K03007,K03868,K10845,K02325,K03144,K03143,K10842
ko05215:Prostate cancer	0.5798545219109233	3.244091808132999	0.0011782576233292374	0.44668845408046004	0.02365941307645109	51	K07828,K23790,K05087,K09389,K01343,K09487,K00922,K02580,K04498,K04371,K03099,K01110,K04399,K04456,K05086,K06626,K07203,K05093,K07827,K04361
ko04014:Ras signaling pathway	0.4873204670433071	3.2267316600614144	0.001252128267118291	0.46685521125127377	0.024175707311283923	99	K07828,K25769,K16817,K05733,K05087,K19662,K07887,K04353,K16343,K01116,K07835,K05702,K08773,K00922,K17633,K02580,K03099,K12362,K04409,K25768,K04411,K04456,K07834,K18529,K12326,K07830,K17634,K04392,K05093,K07827,K07888,K04361,K04349,K07860
ko04935:Growth hormone synthesis, secretion and action	0.5598202870713439	3.2139104889276053	0.0013094048574069372	0.48198545826381717	0.02434523105252898	59	K07828,K04959,K11224,K11220,K04857,K19662,K04432,K11265,K01116,K05725,K04850,K04416,K04958,K00922,K08041,K04498,K04450,K04371,K03099,K04456,K05858,K07203,K07827,K08042,K05726
ko00624:Polycyclic aromatic hydrocarbon degradation	0.6405695606997719	3.1935855835691664	0.0014051767872578225	0.5063333647100725	0.02519281240012239	34	K18275,K18252,K14582,K18069,K18068,K18251,K00448,K04102,K18076,K14581,K18254,K04100,K18256,K18253,K11947,K18074,K11943,K04101,K11945,K18257,K14579
ko05162:Measles	0.5546890813771999	3.165770775224668	0.0015467262858328557	0.540243233722594	0.0267743653616584	59	K07899,K03247,K02580,K03174,K03175,K14754,K16194,K10144,K04404,K06626,K11220,K04399,K04427,K12968,K04456,K00922,K11224
ko00906:Carotenoid biosynthesis	0.5745392225192699	3.0547581198191565	0.002252420988558823	0.6776091582258644	0.03769051120855097	46	K09845,K22502,K14596,K09840,K09879,K09846,K09847,K02294,K09844,K06443,K02291,K02292,K20611,K09836,K10210,K09838,K22445,K15744
ko04929:GnRH secretion	0.6159916280729402	3.0329270452737305	0.0024219414444170972	0.7039684677784483	0.03921982597088332	35	K07828,K04959,K04855,K04857,K04854,K19662,K04943,K04942,K04956,K04850,K04944,K04945,K04958,K00922,K04371,K04456,K04955,K05858,K07827
ko05161:Hepatitis B	0.5018538434976517	2.9802780491664493	0.0028798684993420753	0.7649083160126999	0.044705414417742666	76	K07828,K12646,K11220,K09389,K19662,K04432,K11594,K04431,K04404,K10610,K04416,K00922,K02580,K04498,K04450,K04371,K03099,K06255,K04399,K04456,K03174,K03175,K06626,K04427,K07827,K11224
ko04723:Retrograde endocannabinoid signaling	0.49308955883375133	2.9740677147324575	0.0029388021429990197	0.7717812564320726	0.044705414417742666	83	K03954,K04959,K03943,K03941,K04849,K05175,K04857,K19662,K03952,K03964,K04850,K04851,K04958,K03882,K11353,K08041,K03937,K04371,K13806,K13700,K04534,K03879,K03953,K03942,K05858,K03965,K04344,K08042,K11352
ko04130:SNARE interactions in vesicular transport	-0.625835252428617	-2.950816546366924	0.003169350993114106	0.7967951670962454	0.04679453525127298	26	K08495,K08493,K08513,K08501,K08517,K08497,K08505,K08499,K08504,K08492,K08502,K21155
ko04911:Insulin secretion	0.5854101332673254	2.931580757113776	0.0033724167164081997	0.8165502145722514	0.04837009118962619	40	K04515,K04857,K07882,K19662,K04943,K04942,K04850,K04851,K04944,K01539,K04945,K08041,K04450,K04936,K07299,K04351,K05858,K08042,K15297
ko01054:Nonribosomal peptide structures	0.5836220068931068	2.916936145674424	0.003534881312178495	0.8309657921599147	0.049291956075377896	40	K16098,K16129,K16106,K16109,K16099,K16117,K15666,K16132,K16131,K15662,K15665,K16122,K16112,K16130,K16126
ko03009:Ribosome biogenesis	-0.320637986609322	-2.8978093667966305	0.003757789225647956	0.8489226711469144	0.05098405922365605	336	K18803,K14840,K14829,K14862,K14557,K14811,K18850,K03245,K14795,K07320,K19829,K14834,K14796,K14532,K14828,K19308,K14861,K14852,K05809,K14284,K21515,K14814,K14854,K14839,K14784,K14822,K14524,K14781,K14789,K14547,K14528,K14773,K14543,K14526,K14800,K18327,K14559,K26142,K14551,K15265,K14859,K15507,K15267,K14765,K14825,K14817,K14798,K14572,K14812,K03212,K14851,K14853,K11129,K14860,K19307,K14858,K14770,K14783,K14813,K14804,K11884,K14816,K14531,K14522,K15632,K05590,K14790,K21514,K22377,K14836,K15508,K14782,K23309,K14016
ko00522:Biosynthesis of 12-, 14- and 16-membered macrolides	0.7145778581253641	2.888685856783871	0.003868553381472406	0.857124249721126	0.051105626249977575	20	K14374,K24569,K24567,K16006,K24529,K16004,K14375
ko05207:Chemical carcinogenesis - receptor activation	0.49175412550188646	2.860840397177446	0.0042251969934219424	0.8806318038477167	0.05330435863984565	75	K07828,K04849,K04373,K04857,K19662,K22368,K04688,K04850,K09487,K00699,K00922,K08041,K02580,K04450,K04371,K15730,K03099,K04456,K15043,K04344,K07203,K23583,K07827,K04361,K08042,K11224
ko05160:Hepatitis C	0.5083499099895253	2.8591813271977164	0.004247359254170968	0.881958056385305	0.05330435863984565	66	K07828,K12646,K06630,K02206,K11220,K09389,K04382,K16198,K03083,K00922,K02580,K03173,K01165,K04371,K03099,K04399,K04456,K03174,K03175,K03250,K14754,K16194,K07827,K04361,K06698
ko05163:Human cytomegalovirus infection	0.4565194912387226	2.8403719451137364	0.004506096034604612	0.8963952501126211	0.05517220022857355	98	K07828,K04959,K09849,K09389,K19662,K07208,K05725,K08057,K04688,K04958,K00922,K08041,K02580,K04450,K04371,K03099,K04399,K04456,K04534,K08055,K05858,K07207,K04392,K07203,K07827,K04361,K08042,K04514,K07860,K05726
ko01011:Peptidoglycan biosynthesis and degradation proteins	-0.43337962063487356	-2.82150775486999	0.004779848185017643	0.9097558688221178	0.05713056640187755	88	K11695,K15792,K07262,K19223,K08309,K07284,K08641,K02545,K01776,K21464,K05363,K11693,K08600,K01924,K07259,K01798,K01928,K00075,K00790,K02563,K18149,K21468,K12553,K06078,K18770,K03814,K05362,K08308,K21467,K06153,K07261,K01921,K01925,K05364,K16291,K05365,K18866,K04478,K01775,K07258,K21470,K08259,K18691,K01000,K11694,K21473,K05515,K19302,K13694,K07260,K19236,K19304,K08384,K21471,K21472,K11066,K05366,K03806,K19235
ko04211:Longevity regulating pathway	0.5346309448318908	2.7992678663457204	0.005121862884872375	0.9240577686759097	0.05864472298119811	49	K07828,K07298,K21357,K05087,K07208,K04688,K10141,K00922,K08041,K02580,K04450,K04456,K20394,K07207,K07203,K07827,K08042,K11420,K05869
ko04062:Chemokine signaling pathway	0.507891471343798	2.789846957777355	0.005273296156787621	0.9296448312593942	0.05864472298119811	63	K07828,K11224,K11220,K19662,K04353,K00910,K01116,K05725,K00922,K08041,K02580,K03099,K04456,K05858,K04392,K06068,K08042,K04514,K07860,K05726
ko04024:cAMP signaling pathway	0.4657597140505433	2.785283202218621	0.005348099018045671	0.9322513367213245	0.05864472298119811	90	K04515,K04950,K04514,K18438,K07188,K04857,K04353,K11265,K06230,K04850,K05702,K01539,K00922,K04266,K08041,K04498,K02580,K04456,K04955,K04351,K07830,K00232,K04392,K08042,K05869,K07860,K12490
ko04072:Phospholipase D signaling pathway	0.5149131009395225	2.783727312448637	0.005373819237320943	0.9331251081568956	0.05864472298119811	59	K08041,K07828,K04351,K01116,K05858,K07830,K01528,K03099,K07207,K23484,K07835,K18441,K04361,K01080,K07834,K08042,K00922
ko04725:Cholinergic synapse	0.5336953347083255	2.773871220816695	0.005539360114219516	0.9384859177207124	0.05916508036889781	48	K04515,K07828,K14387,K04959,K04849,K04857,K19662,K04850,K04958,K00922,K08041,K04371,K04456,K04534,K05858,K04344,K07827,K08042,K05869
ko03060:Protein export	-0.5328393769435493	-2.742875790659056	0.006090371802495387	0.9534260948535257	0.06251084986778248	38	K03071,K12948,K12272,K09540,K12946,K13280,K12947,K03217,K03070,K03106,K03110,K12275,K03075,K13301,K03116,K12257,K03104,K03101,K03100,K03425,K03108,K03076,K03118,K03117,K03073,K09481
ko04210:Apoptosis	0.499062684303411	2.7422678342740325	0.006101656660401078	0.9536907991182351	0.06251084986778248	65	K07828,K04959,K01367,K01275,K08669,K01363,K01366,K01374,K04958,K00922,K16943,K01379,K02580,K08568,K04371,K04426,K04399,K04456,K05692,K08852,K24070,K19901,K03853,K07827
ko00550:Peptidoglycan biosynthesis	-0.4801330218930927	-2.724089167327856	0.006447909554725184	0.9611221707270549	0.06473701192944085	53	K11695,K15792,K00806,K02545,K21464,K05363,K11693,K01924,K07259,K07009,K01928,K01798,K00075,K02563,K23169,K00790,K18149,K23393,K12553,K03814,K18770,K05362,K06153,K01921,K01925,K05364,K05365,K18866,K04478,K23170,K07258,K00887,K01000,K11694,K01929,K05515,K19302,K07260,K08384,K05366
ko03011:Ribosome	-0.35350433727088715	-2.669503403897898	0.007596350315294709	0.9782453003153846	0.07385131032963181	171	K02949,K02902,K02935,K02976,K02863,K02980,K02892,K17408,K02874,K17434,K02933,K02965,K17437,K02911,K02989,K02904,K17422,K02884,K02907,K02926,K02959,K02962,K02923,K17402,K02886,K17411,K17425,K02890,K02864,K02931,K02952,K02906,K02899,K02867,K02988,K02993,K02961,K02879,K02878,K17427,K17438,K02914,K17430,K02922,K17428,K02994,K02967,K02947,K02875,K02986,K02888,K02946,K02968,K17417,K02887,K02978,K02945,K02876,K02956,K02990,K17415,K02996,K02939,K17440,K17421,K02909,K02942,K02982,K02916,K17424,K02895,K17439,K02950,K07590,K02918,K17413,K17435,K02881,K02954
ko04814:Motor proteins	0.45930737287296075	2.667141898374249	0.007649936528169032	0.9788270824099421	0.07385131032963181	88	K10364,K10389,K10406,K10416,K24185,K10396,K24722,K10418,K24186,K11143,K10394,K10365,K10390,K10419,K25388,K10420,K16575,K10395,K20196,K10393,K10405,K10360,K12314,K21868,K10415,K10399,K10413,K05692,K20198,K10355,K10401,K10356,K10427,K11498,K10359,K26157,K10410,K10414,K10397,K10417,K17387,K10408,K10411,K24723,K17914
ko03013:Nucleocytoplasmic transport	-0.40370131610089655	-2.6410980390551173	0.008263780235795437	0.9844804305378323	0.07827203166734546	95	K09291,K20724,K14310,K14303,K14284,K14315,K14308,K12160,K14313,K18717,K12882,K18718,K14543,K14328,K18720,K18725,K18724,K12881,K18723,K14309,K18722,K14289,K25201,K18721,K14311,K14307,K14306,K14288
ko03020:RNA polymerase	-0.46734912815086377	-2.6305687282144152	0.008524213192527386	0.9863974438126659	0.07914478584739108	54	K03012,K03008,K03022,K03023,K03011,K03017,K03000,K03001,K25304,K03025,K03014,K03019,K03005,K03006,K14721,K03007,K03016,K03040,K03020,K03026,K03003,K03024
ko00563:Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	-0.5769931941747424	-2.6247507629074613	0.008671241477303804	0.9873733527123142	0.07914478584739108	26	K03860,K03859,K05292,K03858,K05289,K23362,K05287,K01127,K03857,K05283,K03861,K05310,K07541,K05294
ko04976:Bile secretion	0.5590308887486802	2.606484996916147	0.009147683136391693	0.9900806671871146	0.08178020004357338	36	K07299,K08041,K05683,K14349,K04943,K12040,K00021,K05667,K05659,K00699,K01539,K08042,K05684,K05666
ko05131:Shigellosis	0.408191023420242	2.5971708824269184	0.009399514936305309	0.9912689751249028	0.08178020004357338	135	K04514,K04959,K07204,K17890,K01367,K16939,K06271,K05862,K04551,K09849,K06272,K05740,K01116,K04404,K23654,K04445,K10580,K05725,K04688,K03083,K04958,K16186,K05700,K13708,K00922,K02580,K03173,K05699,K11586,K04371,K18052,K04448,K18441,K04456,K05692,K00914,K03175,K08770,K13286,K05858,K13085,K05753,K08846,K03853,K04392,K10630,K07203,K06068,K12785,K14381,K04361,K04427,K18584,K16944,K05726,K03094
ko00253:Tetracycline biosynthesis	0.7489537618647946	2.5882876433275204	0.009645439903883446	0.9922921327175672	0.08178020004357338	14	K14252,K14254,K05551,K14251,K05552,K21297
ko04925:Aldosterone synthesis and secretion	0.5291923250390037	2.5832984408826984	0.009786062975795318	0.9928224639254603	0.08178020004357338	44	K04515,K04959,K04855,K07188,K18283,K04857,K04854,K19662,K06070,K04850,K08794,K01539,K04958,K08041,K04450,K13806,K05858,K08042,K05869
ko04810:Regulation of actin cytoskeleton	0.42395762949049376	2.5792851768341767	0.00990050163053513	0.9932270492145796	0.08178020004357338	110	K05717,K07828,K04367,K05743,K05733,K05768,K05745,K05766,K05740,K05725,K03916,K00922,K05700,K13708,K05741,K05699,K05750,K03099,K04456,K05692,K05086,K07830,K05753,K04392,K05093,K05769,K00920,K07827,K04361,K04409,K04514,K07860,K05726
ko00543:Exopolysaccharide biosynthesis	0.4785165493139585	2.5709371924344824	0.010142371920696114	0.9940088171793374	0.08178020004357338	67	K25908,K19293,K21461,K16562,K25913,K16556,K13659,K16564,K16563,K13660,K25902
ko04091:Lectins	0.5419479347950453	2.568457220622778	0.0102152319861184	0.9942261622554004	0.08178020004357338	40	K10082,K10104,K10059,K06721,K10085,K10057,K17525,K08057,K10060,K08054,K06468,K10084,K06560,K06794,K10062,K06563,K06496,K08288,K06792
ko01502:Vancomycin resistance	-0.5988418222727366	-2.566831329586505	0.010263252196703432	0.9943650884437274	0.08178020004357338	22	K18353,K08641,K18347,K01798,K02563,K15739,K18344,K18346,K18354,K01921,K18348,K18866,K01775,K18350,K01000,K18349,K01929,K18345,K07260,K18856
ko05214:Glioma	0.5462331720331555	2.5505821549668855	0.010754317425627269	0.9956077192788924	0.0843541773072639	38	K07828,K04515,K01116,K03099,K01110,K07203,K05869,K05087,K08794,K00922,K07827,K04456,K04361,K09389,K19662
ko00333:Prodigiosin biosynthesis	0.7257969986392162	2.53071199893278	0.011383127199961152	0.9968079829732647	0.08791276699046921	15	K21782,K21791,K21783,K21787
