Term	es	nes	pval	sidak	fdr	geneset_size	leading_edge
ko00199:Cytochrome P450	0.4899186258133452	3.8221782480726314	0.00013227801474680057	0.06425095770070896	0.0060366875820812614	173	K13074,K17476,K24391,K21034,K21146,K15468,K23812,K16447,K21199,K17483,K21033,K23138,K20497,K09588,K12645,K14366,K00488,K21200,K16006,K21569,K14999,K20789,K19628,K24392,K24241,K21293,K05917,K15991,K21114,K24192,K17876,K07427,K23139,K21120,K10437,K21119,K15981,K24544,K16046,K00489,K21113,K15388,K24389,K16446,K21117
ko01059:Biosynthesis of enediyne antibiotics	0.6767625459090937	3.793488292968195	0.0001485456376624228	0.07186255578496509	0.006110330838060494	46	K21254,K15320,K21163,K21184,K15315,K20423,K21186,K21209,K21165,K20420,K21256,K20422,K20421,K21185,K21162,K16431,K21182,K21161,K21214,K21178,K21193
ko00280:Valine, leucine and isoleucine degradation	0.6192058780348317	3.777775121777419	0.000158235659152961	0.07636710514671563	0.006110330838060494	65	K23146,K09478,K07513,K00263,K11410,K00166,K01966,K01029,K01969,K07508,K18472,K01692,K13766,K00149,K00186,K09699,K01965,K07515,K00632,K07511,K19312,K00187,K11538,K00249,K01782,K00253,K18660,K00822,K08683,K11263,K01028,K05607,K18661
ko03037:Cilium and associated proteins	-0.4157482658347483	-3.727738496092084	0.0001932056966442719	0.09244275084192412	0.006927804265387464	296	K19369,K19759,K20790,K24837,K16744,K24729,K16801,K11143,K16599,K24230,K25424,K25426,K04638,K24030,K22858,K16740,K19681,K16910,K24937,K16473,K24229,K25608,K25461,K16455,K19348,K06229,K25388,K16474,K16745,K19752,K10417,K19332,K19870,K13697,K25458,K10409,K19755,K12739,K24253,K25607,K16550,K19751,K24260,K19684,K16742,K19683,K08834,K22864,K19352,K07944,K24148,K07935,K19600,K19398
ko00624:Polycyclic aromatic hydrocarbon degradation	0.7225998036660983	3.683134879533826	0.00023038317999879432	0.10922702377701844	0.007710157090626316	34	K04101,K18074,K14579,K18251,K11944,K18257,K18069,K18254,K18253,K11943,K00448,K14582,K18252,K14599,K11945,K00480,K11947,K18275,K00449
ko00997:Biosynthesis of various other secondary metabolites	0.7817891854783795	3.532602142737971	0.0004114912304760132	0.18666411326923757	0.012910537356184915	24	K23665,K23447,K22998,K23372,K23371,K23446,K23374,K03895,K23668,K23375,K03896,K03897,K17835,K22997,K18287
ko01057:Biosynthesis of type II polyketide products	0.6682796833992121	3.509161405033394	0.00044952201795056546	0.2020511551596851	0.013274120765363757	41	K14628,K14254,K15928,K14631,K14253,K15970,K14633,K15945,K15932,K05556,K15942,K14252,K15956,K15972,K14629,K14251
ko00071:Fatty acid degradation	0.6173919712130506	3.3954586456141342	0.0006851372314808923	0.29111131437613624	0.01910771612241155	48	K05939,K09478,K07517,K00255,K09479,K07508,K07516,K13238,K01692,K13953,K00149,K07515,K00252,K07511,K00632,K00232,K00496,K00249,K01782,K08766,K13767,K00529,K14338
ko01054:Nonribosomal peptide structures	0.656070622335066	3.377055025359765	0.0007326639167524185	0.3078358136232502	0.019357751905774424	40	K16117,K16109,K16132,K16131,K15662,K16130,K16122,K16098,K16099,K16118,K16106,K16102,K16128,K16129,K16126
ko03010:Ribosome	-0.4438958963517593	-3.3525747623430537	0.0008006361449557353	0.3310729888834786	0.020095967238388957	135	K02901,K02867,K02918,K02891,K02876,K02919,K02931,K02897,K02934,K02946,K02952,K02956,K02888,K02909,K02882,K07590,K02975,K02986,K02957,K02892,K02935,K02878,K02881,K02961,K02980,K02960,K02926,K02945,K02996,K02864,K02959,K02899,K02947,K02970,K02969,K02949,K02902,K02923,K02890,K02917,K02893,K02942,K02958,K02978,K02967,K02875,K02879,K02895,K02911,K02950,K02951,K02863,K02953,K02871,K02940,K02976,K02870,K02939,K02965,K02968,K02873,K02994,K02898,K02955,K02874,K02990,K02887,K02993,K02983,K02982,K02954,K02992,K02905,K02933,K02932,K02894,K02872,K02963,K02916,K02906,K02880,K02922,K02884,K02900
ko00522:Biosynthesis of 12-, 14- and 16-membered macrolides	0.8141769976521533	3.334284428539247	0.0008551916039984953	0.34915896955287656	0.02044315167653546	20	K14375,K16004,K24563,K14366,K24569,K24565,K15991,K16006,K24568,K24529,K24567,K10817,K14374
ko00906:Carotenoid biosynthesis	0.6191990406098906	3.3173558245237045	0.0009087380291679104	0.3664357687680226	0.02073574957464959	46	K22502,K06443,K09879,K14596,K02292,K15744,K10210,K22445,K09838,K02294,K09845,K09846,K09847,K02291,K08977,K09836,K02293,K09844,K09840,K20611
ko01005:Lipopolysaccharide biosynthesis proteins	-0.42016105967396694	-3.2314786319839284	0.001231515313796283	0.46130281479623836	0.025612343603756884	151	K24906,K19714,K03271,K03279,K21364,K03760,K02527,K12997,K25195,K20534,K19803,K12999,K21344,K23132,K12987,K12982,K12976,K21367,K00912,K03273,K13008,K16363,K03277,K19715,K12990,K23230,K18827,K12984,K13001,K03278,K00996,K19354,K24657,K02517,K23189,K12988,K12996,K25194,K02536,K02847,K21586,K03275,K02851,K02841,K23073,K01627,K00677,K12983,K02843,K00748,K21366,K13005,K19997,K24659,K03269,K24658,K00979,K18788,K20883,K03274,K12998,K26072,K13006,K12992,K26073,K19353,K03276,K12978,K20444,K07264,K03270,K06041,K21303,K13002,K11211,K23072,K23199,K13011,K00713,K25199,K13003,K12981,K25198,K23250
ko00910:Nitrogen metabolism	0.5696004583175962	3.230277582102744	0.0012367008533544777	0.46270502406012504	0.025612343603756884	62	K00371,K15864,K20934,K10945,K10535,K22898,K22896,K04561,K10534,K00368,K15579,K26138,K00362,K01743,K15577,K00361,K19823,K00367,K01674,K00360,K15578,K01672,K26139,K15576,K00372,K15371,K02305,K00370
ko00550:Peptidoglycan biosynthesis	-0.5573238508679944	-3.217414580329542	0.0012935153783690811	0.4778315547694629	0.025612343603756884	53	K07259,K11695,K08724,K23170,K03693,K05362,K00806,K07258,K01798,K18866,K01000,K11693,K00075,K01924,K11694,K21464,K00887,K05364,K23169,K07009,K00790,K08384,K02545,K21465,K12556,K01928,K12554,K05367,K18770,K01925,K18149,K05515,K05363,K19302,K03814,K02563,K06153,K15792,K01929,K05366,K04478,K01921,K05365,K00687,K12553,K03587
ko02060:Phosphotransferase system (PTS)	-0.509931846388872	-3.210176324746551	0.0013265357244973686	0.4864269540688486	0.025612343603756884	72	K02744,K20113,K19506,K10985,K02819,K17466,K02782,K02747,K19508,K02813,K02760,K20114,K00882,K02786,K20112,K02768,K02779,K02784,K10984,K02781,K19507,K02794,K02795,K02769,K02822,K02775,K23993,K02746,K02774,K02791,K02770,K02788,K02796,K08483,K02773,K17467,K10986,K02793,K02761,K19509
ko04626:Plant-pathogen interaction	-0.5550150660101715	-3.197451599313417	0.001386476767473166	0.5016707548120437	0.02577819767672331	53	K13449,K13457,K13435,K13459,K13413,K13414,K20536,K20600,K13420,K15397,K13424,K05391,K13430,K13475
ko03009:Ribosome biogenesis	-0.36105048282989755	-3.180257440045307	0.0014714426709809825	0.5225081587301496	0.02638086502973047	336	K02834,K12618,K14821,K18692,K13525,K18328,K23309,K07936,K06442,K14528,K06941,K14573,K14543,K21970,K00563,K14812,K03501,K03218,K08301,K14561,K14526,K14783,K14825,K14522,K14789,K03625,K14532,K24418,K14551,K06178,K15632,K06969,K14814,K14860,K21515,K26051,K14548,K06942,K07565,K11884,K19036,K00783,K14804,K14862,K14016,K21514,K26142,K14791,K03215,K14571,K19307,K14795,K20096,K14441,K07574,K06947,K14851,K14547,K07566,K14853,K07447,K05808,K09748,K14560,K14844,K11130,K09761,K14831,K03595,K11392,K14837,K14824,K15263,K14763,K06180,K02687,K03438,K09710,K14842,K01139,K02601,K02600,K08316,K14787,K14531,K07042,K05590,K06949,K07040,K15984,K03789,K14525,K14784,K03264,K03500,K14843,K14796,K18327,K02860,K03979,K14572,K07320,K14769,K14524,K14770,K14854,K03685,K14855,K14816,K12297,K09136,K02528,K14536,K15265,K14846,K00561,K11145,K24971,K14852,K07056,K25137,K11129,K06204,K14575,K05591,K14818,K14858,K03977,K14540,K06948,K14764,K14847,K14566,K14800,K14859,K05844
ko01053:Biosynthesis of siderophore group nonribosomal peptides	0.6745575418390122	3.151185657780435	0.0016260909169480975	0.5582283006940175	0.02657849556673119	31	K24109,K12241,K02362,K12239,K02363,K02552,K04780,K24108,K04793,K04792,K01252,K04788,K04791,K24110,K00216,K04790,K04781
ko00627:Aminobenzoate degradation	0.5311909457784424	3.1467596538007636	0.001650906056958057	0.5637063235939319	0.02657849556673119	74	K04101,K10219,K14579,K25933,K23526,K15060,K04099,K09461,K01692,K15058,K15059,K08295,K07515,K10221,K11311,K15063,K07511,K03863,K19709,K04110,K03862,K18249,K16319,K10215,K05599,K04105,K15066,K15054,K00141,K23527,K01781,K01576,K14338,K16320,K04100,K03380,K01721
ko03011:Ribosome	-0.4091728545046677	-3.1405778954155665	0.001686148606515614	0.5713699219818935	0.02657849556673119	171	K02901,K02867,K02918,K02891,K02876,K02919,K02931,K17435,K02897,K02934,K02946,K02952,K02956,K17424,K02888,K02909,K02882,K17411,K07590,K02975,K02986,K02957,K17434,K17428,K02892,K02935,K02878,K02881,K02961,K02980,K02960,K02926,K17415,K02945,K02996,K02864,K02959,K02899,K02947,K02970,K02969,K02949,K02902,K02923,K02890,K02917,K02893,K02942,K02958,K02978,K02967,K17402,K02875,K02879,K02895,K02911,K02950,K02951,K02863,K02953,K17412,K02871,K02940,K02976,K02870,K02939,K02965,K02968,K02873,K02994,K02898,K02955,K17430,K02874,K02990,K02887,K02993,K02983,K02982,K17422,K02954,K02992,K02905,K02933,K17408,K02932,K02894,K02872,K02963,K02916,K02906,K02880,K17437,K02922,K02884,K02900,K17417
ko01011:Peptidoglycan biosynthesis and degradation proteins	-0.47525406708969875	-3.132192289174015	0.0017350619771623332	0.581784156684398	0.02657849556673119	88	K08640,K07259,K16291,K11695,K08724,K03693,K07284,K05362,K07262,K21467,K07258,K01798,K19236,K21470,K18866,K01000,K11693,K08307,K00075,K19234,K01924,K18691,K11694,K21464,K13694,K05364,K01776,K08259,K00790,K08384,K21465,K12556,K19223,K02545,K11066,K01928,K12554,K05367,K18770,K01925,K03806,K08600,K18149,K05515,K05363,K19235,K21472,K19302,K21468,K03814,K19304,K08641,K18988,K02563,K06153,K15792,K21471,K01297,K05366,K04478,K01921,K08309,K05365,K00687,K12553,K03587
ko00195:Photosynthesis	-0.5712712288576279	-3.1301464175351206	0.0017471919396456759	0.584327450774216	0.02657849556673119	45	K02706,K02690,K02708,K02689,K02704,K02712,K02634,K02640,K02724,K08901,K02691,K02710,K02705,K02714,K02713,K02707,K02711
ko00998:Biosynthesis of various antibiotics	0.6536227024384117	3.1138870619997547	0.0018464015095356334	0.6045576714121901	0.027261575229026117	33	K25597,K17476,K19550,K21949,K12250,K17747,K18091,K25563,K19549,K25594,K12632,K12635,K22598,K17876,K01841,K25562
ko00621:Dioxin degradation	0.7724030283633267	3.0929150195149946	0.0019820088249704604	0.630629750952744	0.028427669432433463	20	K15755,K01617,K18087,K15754,K15751,K15750,K10222,K00462,K08690,K00480,K18364,K08689
ko00540:Lipopolysaccharide biosynthesis	-0.5091871001598335	-2.945526700679344	0.003224053197508958	0.8023167646382772	0.04375136523576766	61	K06041,K15669,K02841,K16363,K03277,K03271,K01627,K00677,K12983,K02843,K03279,K00748,K03278,K03269,K19354,K00979,K02517,K11211,K03760,K12976,K02527,K03274,K00713,K19803,K19353,K02536,K03276,K12981,K02847,K21344,K03275,K07264,K03270,K00912,K03273
ko00361:Chlorocyclohexane and chlorobenzene degradation	0.6846626199158572	2.9454644310816422	0.003224702218572517	0.8023813693162066	0.04375136523576766	25	K06912,K16246,K16249,K07104,K00217,K21607,K16245,K15237,K00462,K16244,K16242,K03381
ko00360:Phenylalanine metabolism	0.5294981147593794	2.9011322975719396	0.0037181686354381682	0.8458762302577753	0.049118964604998955	65	K02609,K00500,K18361,K02618,K01692,K02610,K02611,K22427,K05711,K05710,K05713,K05709,K05708,K00457,K10437,K00270,K00146,K00285,K00529,K05712,K00129,K18362
ko04138:Autophagy - yeast	-0.4583653377221243	-2.871772667416252	0.004081764818096412	0.8716814217991615	0.05253963945344612	82	K21144,K08338,K21158,K06027,K21155,K08266,K21145,K06655,K08340,K08502,K21156,K08493,K16314,K05757,K09468,K09243,K17890,K17909,K08335
ko00380:Tryptophan metabolism	0.5267898393040753	2.850495013150703	0.004365123487714673	0.8887625957392041	0.054782299770819144	64	K23234,K14263,K10217,K00837,K03781,K01692,K00453,K00149,K16903,K07515,K16902,K00252,K00816,K07511,K01556,K01782,K16901,K00452,K20219,K00463,K00466,K00669
ko03018:RNA degradation	-0.457919541410974	-2.8335489430615133	0.004603425801949168	0.90135771022362	0.05636389640435323	79	K01148,K12581,K12626,K12584,K12618,K12622,K12592,K12624,K11927,K12609,K12623,K12612,K12601,K04043,K10643,K12621,K12625,K12602,K12620,K12606,K12604,K03678,K03514,K00937,K12573,K12595,K03654,K00962,K12594,K18682,K12600
ko00984:Steroid degradation	0.7988418759795726	2.81294304820384	0.004909034482558194	0.9154493006821719	0.05867465024390985	15	K15982,K16048,K16047,K03333,K16046,K16049,K01822,K16045
ko00940:Phenylpropanoid biosynthesis	-0.6937258337002676	-2.7890669492351847	0.0052860136522721035	0.9300949295848547	0.06171113612652549	20	K13065,K13066,K11188,K13067,K12355,K09754,K09753
ko00572:Arabinogalactan biosynthesis - Mycobacterium	0.8277579035636782	2.7691423156857384	0.0056204079034207766	0.9409519309666198	0.06412374471630067	12	K11386,K18851,K13686,K16647,K16648,K22902
ko00571:Lipoarabinomannan (LAM) biosynthesis	0.8002141005215773	2.7517941495372096	0.005926976431218867	0.9494197733055325	0.06611871485493047	14	K22311,K13687,K14339,K16647,K16648,K13671,K11387
ko00310:Lysine degradation	0.47165341842576863	2.7393968837895204	0.006155201975515556	0.954926469384436	0.06717198677627846	90	K26061,K00471,K00306,K26062,K00137,K01692,K00149,K26064,K24034,K09186,K07515,K18201,K07511,K18202,K14157,K11703,K01782,K11426,K00468,K25986,K25317,K19743
ko00860:Porphyrin metabolism	0.43412192875901234	2.704608831982077	0.0068384864535682155	0.9680860473666527	0.07181196551292617	128	K05901,K13540,K21418,K22552,K11335,K07226,K23825,K04037,K22013,K19073,K22316,K03794,K07145,K21480,K03795,K01772,K02259,K14163,K22336,K08973,K04039,K11333,K00231,K07215,K05369,K04035,K03403,K04040,K13786,K02229,K00435,K02225,K03428,K04036,K13600,K02228,K22012,K11336,K11337,K24867
ko03019:Messenger RNA biogenesis	-0.33985750059421327	-2.7026592558548153	0.006878722303283347	0.9687285539402478	0.07181196551292617	371	K01148,K12881,K18647,K18764,K14589,K10767,K13210,K12584,K14017,K03173,K11594,K18712,K18732,K14328,K12624,K18716,K00987,K12623,K18720,K18721,K12612,K18757,K11098,K18715,K12883,K18736,K18749,K18646,K10881,K10840,K18726,K12625,K12602,K12620,K12606,K18718,K18658,K23799,K12867,K14844,K09276,K08873,K13088,K18776,K18724,K20103,K23039,K18737,K10683,K14405,K18422,K18731,K06269,K12595,K15543,K15044,K14313,K18750,K14651,K18759,K12594,K23960,K20102,K12812,K18714,K18713
ko00930:Caprolactam degradation	0.7208219022685692	2.69239108502966	0.00709417025933301	0.9719555821255015	0.07181196551292617	19	K03379,K01692,K06446,K14519,K00496,K17754,K01782,K07515,K19961,K07511
ko03083:Polycomb repressive complex	-0.5136925846629786	-2.6896552794674933	0.007152586206466749	0.9727717670775913	0.07181196551292617	46	K11430,K10276,K04683,K11844,K11479,K10752,K17451,K11462,K11488,K04453,K10695
ko04016:MAPK signaling pathway - plant	-0.5161056164378143	-2.6731195301313453	0.007514946825506241	0.977330838596615	0.07304062513835723	45	K13449,K20551,K20607,K13422,K13413,K13414,K20536,K20600,K13420,K20537,K20714,K13424
ko03022:Basal transcription factors	-0.5497105881604291	-2.670849275649119	0.007565961169710311	0.9779083060302334	0.07304062513835723	36	K14649,K03121,K10845,K03132,K03137,K14535,K14651,K03123
ko00622:Xylene degradation	0.6182907429718076	2.5972039221831436	0.009398610796232942	0.9912649737851978	0.08902080414545165	28	K01617,K05549,K05783,K00141,K05784,K10618,K10620,K07104,K15757,K15758,K10217,K05550,K10621,K18364
ko04623:Cytosolic DNA-sensing pathway	-0.5696543423648476	-2.567424943217912	0.010245696755347478	0.9943146903662015	0.09524703279971174	30	K05410,K03014,K03020,K03009,K12800,K03007
ko00194:Photosynthesis proteins	-0.4567294624106323	-2.546910154010023	0.010868141069552362	0.9958542461167014	0.09919648758027792	66	K02706,K02690,K02708,K08912,K02689,K02704,K02712,K02634,K02640,K02724,K08901,K02691,K02710,K02705,K02714,K02713,K02707,K02711
ko03020:RNA polymerase	-0.47605327163584427	-2.513729796670967	0.011946192210528395	0.9976019441651226	0.10691964671568707	54	K03001,K03011,K03000,K03006,K03014,K03020,K03009,K03007
ko04812:Cytoskeleton proteins	-0.33539180332513546	-2.5080403993080407	0.012140278611143751	0.997827150859754	0.10691964671568707	296	K16848,K19759,K16946,K17916,K11143,K16599,K16603,K21868,K25424,K25426,K12327,K24030,K06668,K16947,K18597,K12757,K18643,K24186,K12751,K21766,K10397,K16547,K18600,K19752,K10417,K10367,K19870,K18599,K10421,K10409,K18639,K23628,K12773,K20197,K19755,K18595,K24253,K19751,K18619,K16600,K08834,K05759,K10428,K26157
ko04814:Motor proteins	-0.4168031838027808	-2.4959719614485247	0.012561252995513916	0.9982457043914016	0.10871981040944804	88	K10419,K10400,K10414,K17916,K11143,K21868,K10395,K10408,K12757,K24186,K25388,K12751,K10397,K10417,K10409,K20197,K10402,K08834,K10428,K26157
ko00332:Carbapenem biosynthesis	0.827693249083734	2.430024202249246	0.015097814624298822	0.9995176783572846	0.12453942824523923	10	K18562,K18568,K18569,K18564
ko01040:Biosynthesis of unsaturated fatty acids	0.5779073941549872	2.4273072070476047	0.015211369186419965	0.9995448032976703	0.12453942824523923	31	K10256,K00659,K22770,K00232,K10224,K03921,K10805,K03922,K22769,K10226
ko04031:GTP-binding proteins	-0.3782241793226287	-2.4234153438088133	0.015375336380893723	0.9995813062538045	0.12453942824523923	123	K06234,K07941,K07880,K07834,K04536,K07973,K07939,K07906,K07924,K07925,K07843,K07851,K07912,K07864,K07882,K07920,K07890,K07915,K07841,K07944,K07935
ko00552:Teichoic acid biosynthesis	-0.5016750768490841	-2.4232729803332687	0.015381363647818391	0.9995825909017447	0.12453942824523923	41	K25627,K03429,K25652,K01005,K25669,K25619,K05946,K22710,K03739,K22708,K25599,K13678,K07271,K25653,K19002,K25660,K25651,K03740,K25654,K18704,K00712,K14188,K19005,K25626,K19302,K25620,K06153,K25657,K09809,K02851
ko00253:Tetracycline biosynthesis	0.7338118005854861	2.3969523903490577	0.01653207162625514	0.9997679287654946	0.13173174533936635	14	K14254,K14253,K05553,K05551,K14252,K05552
ko00680:Methane metabolism	0.394683728001576	2.3889778190196846	0.016895322369661736	0.9998072116576933	0.13252268483703425	190	K00193,K00148,K00402,K18933,K25124,K10977,K22082,K16370,K14126,K00122,K17066,K05979,K10945,K01086,K00202,K17067,K09733,K22086,K00578,K00201,K00583,K00580,K13039,K16161,K07072,K22085,K10714,K03533,K13942,K24998,K10978,K00443,K11781,K00584,K19793,K16793,K00401,K00579,K16257,K03422,K08097,K14082,K00317,K16179,K22087,K16260,K16306,K00203,K00582,K00205,K11779,K23995,K01595,K11780,K15229,K16178,K00577,K06034,K00672,K22081,K18277,K08691,K13812,K10713,K22482,K08685,K00126,K00320,K15228,K16254,K13788,K14941,K14067,K00121
ko00524:Neomycin, kanamycin and gentamicin biosynthesis	0.7798097067222244	2.35442352740066	0.01855146044102174	0.999917300740986	0.1412589361474471	11	K20565,K13547,K20571
ko01055:Biosynthesis of vancomycin group antibiotics	0.6228200185643803	2.3540143922024757	0.01857189200344922	0.9999181604996354	0.1412589361474471	22	K16429,K16436,K16421,K16434,K16438,K16431,K16444,K16432,K16447,K16424,K16426,K16446
ko01503:Cationic antimicrobial peptide (CAMP) resistance	-0.46141785805154334	-2.3323761576024045	0.019680911259347456	0.9999536057068245	0.14745996197302125	50	K03673,K10012,K07771,K03739,K00677,K10011,K19236,K07640,K12963,K08589,K06079,K03585,K19228,K13014,K03740,K19078,K01364,K03760,K12962,K19077,K19227,K12340,K19226,K14205,K07806,K19079,K07264
ko00120:Primary bile acid biosynthesis	0.7708205082387156	2.309478196803149	0.020917060200746906	0.999975374754817	0.15441712089374923	11	K00659,K12405,K11992,K00489,K00251
ko01051:Biosynthesis of ansamycins	0.5693482355183238	2.272288592068913	0.023069085382654952	0.9999918406763516	0.16783595452308386	29	K15672,K15670,K16037,K16031,K15673,K16035,K15467,K16036,K15671
ko03420:Nucleotide excision repair	-0.43669315159407995	-2.2502711664516095	0.02443173710288149	0.9999959510068014	0.1747236481269685	60	K03504,K03011,K10840,K10841,K03868,K03010,K03017,K03006,K10845,K03144,K03014,K10739,K10755,K03009,K03007,K02326
ko00785:Lipoic acid metabolism	0.565355100893373	2.241551088693305	0.024990400141347235	0.9999969628680823	0.1747236481269685	29	K09711,K18821,K00166,K01616,K00163,K09699
ko00564:Glycerophospholipid metabolism	0.4110259811615124	2.240477105614133	0.02505996546840983	0.9999970697273537	0.1747236481269685	113	K05939,K13623,K22389,K16817,K18695,K07094,K16619,K01080,K13523,K16343,K06900,K01004,K16860,K13621,K17105,K14676,K13510,K06129,K00650,K25193,K01114,K06128,K18696,K14621,K16342,K00993,K01049,K06130,K00105,K17104
