Term	es	nes	pval	sidak	fdr	geneset_size	leading_edge
ko01059:Biosynthesis of enediyne antibiotics	0.7755764720813724	4.546965771613059	5.442484523499047e-06	0.002728405782398148	0.0002483752027996838	46	K21177,K21193,K21176,K15315,K21164,K21161,K21254,K20421,K21182,K21186,K20420,K21178,K21209,K21172,K21187,K21169,K21181,K21214,K21185,K20422,K20423,K21170,K16431,K21184,K21259,K21163,K15320,K21165
ko00623:Toluene degradation	0.8026351805014835	4.305659294152349	1.6648913431005496e-05	0.008322994605439699	0.0006964795451970632	33	K15760,K15763,K16244,K16242,K15764,K07550,K15765,K05797,K07544,K07548,K07546,K15761,K00141,K16246,K16249,K15762,K07543,K20199,K20200,K20218,K16245,K07545
ko00362:Benzoate degradation	0.5938344797845951	4.225059771119707	2.388773673067668e-05	0.011920172138656433	0.0008312869021315153	94	K04073,K16244,K04100,K04117,K10217,K00632,K01617,K19065,K01032,K16242,K16243,K01692,K22270,K00252,K07536,K20942,K01857,K00448,K19515,K04110,K22553,K04098,K15513,K01031,K14333,K20943,K10621,K18364,K16246,K03464,K07823,K07104,K07538,K01825,K00446,K10221,K03381,K16173,K04101,K05549,K10220,K07534,K10219,K16249,K13767,K04116,K00449,K04107,K00217,K14727,K15512,K00481,K05784,K07537,K05550,K04118,K01782,K10622,K16245,K05783
ko00627:Aminobenzoate degradation	0.6327649925596516	4.219937494761369	2.4437006219235613e-05	0.012192587657178544	0.0008312869021315153	74	K04100,K18248,K05600,K14338,K01721,K07514,K14579,K16239,K01692,K14578,K20807,K01576,K25933,K04099,K01865,K15066,K04110,K08295,K09461,K14333,K15060,K15063,K03862,K00141,K07511,K03380,K15054,K10221,K04101,K23529,K10219,K14581,K07515,K23527,K15058,K15061,K04107,K03863,K23526,K16319,K11311,K21725,K15065
ko00680:Methane metabolism	0.5061533174177572	4.216255338646019	2.48392500636907e-05	0.01239203683799003	0.0008312869021315153	190	K14028,K14029,K00195,K16258,K08265,K08691,K22087,K16259,K14067,K14941,K16161,K22085,K00317,K00192,K16254,K10944,K00300,K16158,K00320,K17067,K00148,K00126,K16159,K10946,K16256,K08685,K16177,K23995,K17066,K10713,K10714,K15229,K01086,K16257,K11779,K15228,K16255,K10945
ko01004:Lipid biosynthesis proteins	0.5305973790612123	4.141004796023976	3.4578772959203974e-05	0.01720904743422435	0.0010849090015950247	138	K13523,K18473,K13776,K05553,K13517,K22769,K12439,K00507,K03922,K12429,K11609,K04712,K05551,K12444,K12421,K10817,K10226,K11610,K05552,K12434,K11608,K12445,K10805,K12443,K00142,K13699,K10224,K03822,K12424,K12430,K10255,K04791,K00508,K03921,K05554,K12433,K11628,K12431,K01896,K12440,K11611,K04790,K13510
ko00624:Polycyclic aromatic hydrocarbon degradation	0.7565913071799534	4.060938345590059	4.887587856239328e-05	0.024237722780786463	0.0014432759434306723	34	K11949,K11944,K11945,K18251,K18257,K18256,K18253,K14578,K11946,K18254,K18068,K00448,K18275,K18077,K18255,K00480,K04101,K14581,K18252,K14582,K00449,K18069,K11947,K11943,K18076
ko00522:Biosynthesis of 12-, 14- and 16-membered macrolides	0.8831607366198021	3.9927710486057313	6.530561709539029e-05	0.03225290399549766	0.001759376358925903	20	K24529,K14366,K24565,K14375,K24292,K16006,K15991,K24567,K14368,K10817,K14370,K14374,K24563,K24569,K16004,K24556,K24568
ko02060:Phosphotransferase system (PTS)	-0.5614058162069343	-3.9881521887635696	6.658994187169753e-05	0.03287668061594209	0.001759376358925903	72	K17466,K20113,K02773,K19508,K02796,K02819,K20114,K11194,K20112,K02747,K02813,K17467,K02775,K19507,K02781,K02782,K02761,K02814,K19506,K02795,K02769,K02784,K11192,K02812,K19509,K02786,K02794,K02779,K02793,K02804,K02768,K02815,K02744,K10986,K02770,K02788,K02746,K17464,K02774
ko03022:Basal transcription factors	-0.6894616926102024	-3.949717464979147	7.82434959960554e-05	0.03851832385210273	0.0019639117495009904	36	K03138,K03137,K14651,K23358,K03139,K03122,K03141,K10845,K03143,K03140,K03134,K10842,K14650,K03142,K14649,K03133
ko04139:Mitophagy - yeast	-0.6909101220602232	-3.9065138016577388	9.36372973199262e-05	0.04592035352326735	0.002238377297838236	34	K08294,K19718,K11227,K08955,K11233,K02677,K17764,K17774,K04464,K17775,K17984,K17800,K09243,K19717,K08330,K19708,K18191,K04441,K17969,K11244,K11229
ko00550:Peptidoglycan biosynthesis	-0.6061155602915342	-3.8555435761592824	0.00011547275826062631	0.05632237653496523	0.0026348783930379275	53	K08724,K03814,K21465,K07258,K07260,K05362,K23169,K23170,K01928,K05366,K18770,K02563,K00075,K08384,K11694,K23393,K12556,K02545,K01925,K01000,K05515,K00887,K05363,K07009,K11695,K01924,K11693,K07259,K12553,K00806,K01798,K12554,K06153,K19302,K12552,K18866,K00687,K01929,K04478,K00790
ko01054:Nonribosomal peptide structures	0.6811632819244703	3.69916859846624	0.00021630688031981649	0.10290884460232336	0.004721132779154255	40	K16122,K16117,K16108,K16098,K16111,K16129,K16099,K16118,K16110,K16106,K16126,K16102,K16134,K16130,K16131,K16100,K16109,K16103
ko00280:Valine, leucine and isoleucine degradation	0.596403665297421	3.6766966334396614	0.00023627374405066348	0.11185781793308212	0.004942059146393045	65	K00822,K18661,K18660,K00632,K07514,K01907,K01692,K08683,K11263,K01965,K11410,K00167,K09478,K00149,K13766,K07508,K01028,K05607,K01029,K07511,K11538,K01825,K03334,K01969,K07515,K01968,K00271,K00249,K00166,K00253,K00187,K00263,K18472,K01782,K00186,K19312,K09699
ko01051:Biosynthesis of ansamycins	0.729907997631822	3.6634763714210234	0.0002488151784836301	0.11743316676761643	0.004996208783951293	29	K16039,K15467,K15670,K15466,K16021,K15673,K16031,K15672,K16029,K16037,K16036,K16020,K16018,K16022
ko04138:Autophagy - yeast	-0.4994999365114929	-3.606681084828532	0.000310138447288999	0.1441957836192018	0.005572343890379256	82	K16314,K08329,K21158,K00915,K08493,K21155,K01336,K21145,K21141,K08336,K05754,K08502,K09464,K04464,K14209,K21197,K08340,K21144,K17906,K21143,K09243,K08330,K20177,K08331,K08335,K09468,K06027,K17909,K21156,K08338,K07204
ko03010:Ribosome	-0.43318870921386965	-3.6065521222280545	0.000310292553911351	0.14426200792015192	0.005572343890379256	135	K02956,K02895,K02907,K02943,K02886,K02876,K02945,K02902,K02961,K02909,K07590,K02887,K02963,K02952,K02933,K02863,K02906,K02879,K02996,K02926,K02970,K02994,K02884,K02871,K02982,K02992,K02931,K02986,K02990,K02965,K02867,K02914,K02916,K02911,K02874,K02980,K02948,K02946,K02919,K02978,K02923,K02949,K02983,K02939,K02954,K02864,K02878,K02950,K02959,K02935,K02967,K02968,K02890,K02888,K02881,K02892,K02899
ko03011:Ribosome	-0.40843329752970564	-3.6002060524601496	0.00031796510602521977	0.14755267889515014	0.005572343890379256	171	K17439,K02902,K17424,K17415,K02884,K02992,K17417,K17427,K02990,K02911,K02946,K02978,K02923,K02864,K02878,K02892,K02956,K17437,K02895,K02886,K02887,K02963,K17435,K17413,K17428,K02996,K02926,K02871,K17408,K02965,K02874,K17421,K02983,K02939,K02950,K02959,K02968,K02945,K02890,K02899,K02907,K02943,K17422,K07590,K02933,K02863,K02879,K02970,K02982,K02986,K17434,K02867,K02914,K02980,K17419,K17411,K02949,K02935,K17430,K17402,K02876,K02961,K02909,K02952,K17440,K02906,K02994,K17425,K02931,K02916,K02948,K02919,K02954,K17438,K02967,K02888,K02881
ko01055:Biosynthesis of vancomycin group antibiotics	0.7752098081078659	3.5970001383405967	0.0003219083123924271	0.14923895946354065	0.005572343890379256	22	K16446,K16447,K16425,K16448,K16421,K16426,K16427,K16434,K16438,K16429,K16424
ko04030:G protein-coupled receptors	-0.45849849014478256	-3.5726446910864382	0.0003533941066657942	0.16258473428688922	0.005869354533295949	106	K08443,K11213,K04233,K08421,K04288,K04211,K08450,K04280,K26201,K04165,K02432,K04205,K04611,K04256,K02842,K04209,K04148,K04623,K04134,K04302,K04267,K14071,K08462,K04189,K04286,K14072,K02375,K04309,K04224,K26200,K04163,K04314,K04620,K04610,K04599,K04615,K08468,K04284,K04157,K04131,K08376,K04598,K02354,K08446,K22790,K08428,K04627,K04161,K08439,K22738,K04255,K04602,K22814,K22872,K04293,K04277,K04305,K04641,K08472,K08402,K08425,K04603,K04594,K04306,K04231,K08375,K04266,K04194,K04614,K08378,K08396,K22984,K02376,K08470,K04170,K04600,K05052,K06226,K04292,K22919,K08399,K04240,K03916,K04592,K22988,K04601,K04144,K12762,K26203,K08474,K04624,K04263,K08469,K04136,K04249,K22985,K04153
ko04130:SNARE interactions in vesicular transport	-0.6942094041144261	-3.566015328937176	0.00036245018034297694	0.16638446523771797	0.005869354533295949	26	K08499,K08504,K08502,K08517,K08496,K08501,K08513,K08493,K21155,K08505,K08492,K08497,K08495
ko03019:Messenger RNA biogenesis	-0.3280076255511879	-3.549633024681432	0.00038576850680516195	0.17608932014134826	0.006051743450505978	371	K18715,K14311,K18724,K15541,K14310,K01098,K15544,K06100,K14543,K03258,K18722,K10767,K05925,K18730,K20103,K12602,K12594,K12609,K14307,K18720,K12590,K14400,K14308,K11097,K14284,K18717,K12600,K12597,K12592,K18711,K14328,K12601,K14304,K15543,K18417,K18738,K18725,K18719,K09291,K18727,K09276,K12612,K10881,K18718,K18732,K18713,K18757,K14306,K18712,K18737,K18736,K08873,K18776,K18714,K13201,K18658,K12880,K18716,K14299,K18726,K12596,K14651,K23039,K14301,K12625,K18750,K23799,K12595,K12615,K10683,K09893,K14017,K12620,K14408,K13088,K18721,K18723,K12882,K14303,K18759,K18749,K14401,K14405,K18731,K24174,K14309,K14313,K11368,K14315
ko00910:Nitrogen metabolism	0.5875504158026281	3.5284454607526547	0.00041800807427527786	0.1893216583246021	0.006279172917864905	62	K10946,K15371,K00360,K00376,K10944,K00368,K01743,K01672,K04561,K20934,K02305,K00362,K26138,K15864,K10534,K19823,K10535,K10945
ko04031:GTP-binding proteins	0.49130447297518126	3.523876371098787	0.0004252826279032007	0.19227795978135484	0.006279172917864905	123	K07881,K07924,K04353,K07879,K07882,K07909,K07897,K07950,K17199,K07830,K07903,K07877,K07920,K07901,K07851,K07904,K07914,K06108,K07827,K07880,K07890,K07930,K07891,K07874,K07902,K07828,K07925,K07208,K07860,K07913,K07916,K24888,K07955,K07887,K07939,K07910,K07878,K07888,K07835,K07898,K07875,K07917,K06234,K07976,K07905,K07931,K07838,K06109,K07944,K07915,K07935,K07908,K07833,K07899,K07929,K07841,K07934,K07889,K07855,K07834,K07907,K07884,K07883,K07876
ko00195:Photosynthesis	-0.5855918778055265	-3.4920923233344365	0.00047925256578462694	0.21387735111549117	0.00687385108639665	45	K02712,K02706,K02705,K02709,K02713,K02704,K02703,K02714,K02689,K02690,K02634,K02637,K02710,K02711,K02691,K02697,K02640,K02724,K02708,K08901
ko00997:Biosynthesis of various other secondary metabolites	0.7325779179591247	3.4827160007019238	0.000496354619589523	0.2206007729863526	0.006921389417609459	24	K22997,K23372,K25525,K03897,K23374,K23668,K23665,K18287,K21949,K03895,K22998,K23375,K23446,K03896,K17835,K23447
ko00199:Cytochrome P450	0.4554757118470138	3.4410666593723103	0.0005794257672604441	0.2524514582426594	0.007861398247695755	173	K24241,K24292,K16046,K20497,K23812,K13074,K14366,K17876,K24389,K21115,K21201,K22553,K17476,K21033,K21199,K05917,K16446,K21113,K24391,K21035,K21146,K07424,K15991,K24544,K12645,K19628,K21569,K23139,K16447,K23811,K16006,K07440,K14999,K12702,K21200,K07427,K23138,K16593,K14370,K15468,K24192,K24392,K15981,K21119,K21120,K20789
ko00361:Chlorocyclohexane and chlorobenzene degradation	0.7139054999039427	3.4025732839007494	0.0006675445003678782	0.2848187261180799	0.00881861418907039	25	K16246,K16244,K15236,K07104,K15237,K00462,K03381,K23529,K06912,K16242,K04098,K16249,K21607,K10676,K16245,K00217
ko00194:Photosynthesis proteins	-0.5078735615163008	-3.3863652378628837	0.0007082505249453863	0.29929459458152236	0.00911645547493805	66	K08927,K02712,K02705,K02706,K02709,K02713,K02704,K02703,K02714,K02689,K13991,K02690,K02634,K02637,K02710,K02711,K02691,K02697,K02640,K02724,K02708,K08901
ko00563:Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	-0.6621773427573313	-3.3693237912913894	0.0007535285362565425	0.31505306848031644	0.009456783130019608	26	K07541,K05283,K05293,K23362,K03857,K05287,K03859,K05310,K08098,K03858,K05291,K05292,K05288,K05289,K03860
ko00998:Biosynthesis of various antibiotics	0.6577039008447236	3.3443739064602807	0.0008246850840758491	0.3391065931640818	0.010097363712343323	33	K25594,K18091,K22114,K12635,K22598,K12632,K22269,K17476,K25563,K12250,K25597,K17747
ko01011:Peptidoglycan biosynthesis and degradation proteins	-0.4561271221130754	-3.295036336244879	0.000984089541453681	0.3899755165938564	0.011748122338140387	88	K08724,K17733,K03814,K07258,K21465,K07260,K18691,K21467,K05362,K01928,K05366,K18770,K02563,K08640,K00075,K08384,K11694,K08600,K21468,K12556,K02545,K03806,K01925,K05515,K01000,K05363,K19304,K13694,K11695,K01924,K01776,K11693,K19234,K11066,K07259,K12553,K21470,K07284,K01798,K21471,K08641,K12554,K04478,K06153,K19302,K08259,K12552,K18866,K00687,K19223,K07262,K08307,K00790
ko00984:Steroid degradation	0.8328877647299531	3.288755707477714	0.001006313268008041	0.3967500217044663	0.011748122338140387	15	K03333,K16046,K15982,K01822,K16045,K15981,K16049,K16047
ko03420:Nucleotide excision repair	-0.507183045229436	-3.254806505413802	0.001134696455105999	0.4344412150636588	0.012481007591647705	60	K03006,K03008,K10841,K03141,K03142,K10847,K03009,K03504,K03007,K10849,K10845,K10842,K10739,K02326,K03506,K10570,K03143,K10838,K10755
ko00261:Monobactam biosynthesis	0.684983603793317	3.253750449347722	0.0011389228165517018	0.43564121423810315	0.012481007591647705	26	K19113,K16421,K12526,K19110,K05375,K19102,K19112,K19106,K19109
ko00622:Xylene degradation	0.6725348829585891	3.2483964795341813	0.0011605743076983366	0.44174902647942565	0.012481007591647705	28	K00141,K05784,K07104,K10619,K16303,K10217,K05550,K01617,K05549,K10620,K10622,K00446,K05783,K10621,K18364
ko03032:DNA replication proteins	-0.3719633391515969	-3.246449797960966	0.0011685405514092473	0.4439796369910208	0.012481007591647705	183	K23314,K03507,K02338,K02309,K00558,K11130,K10729,K10742,K03470,K10731,K02341,K10737,K11127,K11116,K02621,K11097,K11115,K10743,K02605,K02313,K01972,K09426,K02344,K11137,K02209,K10900,K02622,K11117,K02343,K02340,K03530,K10736,K11123,K02607,K15255,K02342,K19783,K02314,K03169,K03504,K11122,K02315,K11118,K03469,K03346,K11132,K10734,K06223,K11134,K10739,K02608,K03111,K02326,K11096,K03506,K02327,K03471,K10755,K04728,K03164,K11120,K05787,K02316,K11144,K02323,K11119,K22485
ko00253:Tetracycline biosynthesis	0.8364488873014665	3.2330869997568814	0.0012246026248332598	0.4594278902734241	0.012807302451381175	14	K14251,K14252,K05551,K14253,K21297,K14257,K05553,K14254,K14255,K05552
ko00071:Fatty acid degradation	0.5761105899313439	3.1182246880001196	0.001819440389209337	0.5991592191686543	0.018639981130267085	48	K00121,K08765,K14338,K00632,K13238,K00232,K07514,K01692,K00252,K01909,K00255,K09478,K00149,K00496,K07508,K07517,K07511,K01825,K07516,K13953,K07515,K13767,K00529,K00249,K01782,K09479,K18857,K05939
ko03400:DNA repair and recombination proteins	-0.3161067928396677	-3.062218594024998	0.0021970294546345137	0.6684982284266727	0.022058175724530518	424	K03006,K02349,K10895,K02338,K06187,K16899,K03508,K10808,K07462,K22761,K03601,K03008,K03168,K11137,K10900,K10841,K01142,K02340,K17817,K03703,K01151,K15080,K10882,K10772,K02544,K05986,K10983,K10777,K10849,K22823,K06881,K03658,K10845,K08736,K11272,K22685,K08075,K03763,K26124,K02470,K02830,K02326,K07458,K03700,K03010,K01356,K10891,K03655,K17816,K03551,K00567,K06661,K22766,K03872,K02350,K01159,K02344,K02686,K03553,K03565,K11339,K02543,K03141,K10606,K13531,K26122,K03573,K26123,K01141,K10992,K03726,K19178,K15341,K02555,K03515,K12196,K15081,K17815,K10958,K06662,K06915,K03648,K01520,K01247,K15505,K06663,K06223,K03654,K03555,K10864,K10998,K22825,K10997,K22804,K03506,K02327,K03631,K03143,K22803,K20774,K22808,K10756,K10605,K10881,K10595,K19026,K03502,K08775,K16898,K02341,K15342,K08739,K10846,K13960,K22756,K24755,K10981,K08735,K24663,K03509,K15364,K03550,K03629,K03011,K03504,K03007,K04066,K03572,K19789,K10842,K03040,K12860,K01160,K10957,K02346,K10570,K03581,K23387,K10982,K03602,K04728,K06632,K10898,K10991,K03530,K10755,K23388,K10899,K10877,K10683,K10627,K03649,K14623,K15079,K15082,K03584,K02343,K03660,K15338,K01246,K10868,K03142,K10847,K03009,K02342,K10773,K10959,K20403,K08857,K04485,K15077,K15340,K13530,K10739,K03503,K03111,K10574,K02331,K10838,K05787,K01972,K07456,K23314,K03575
ko03013:Nucleocytoplasmic transport	-0.41802047846353146	-3.0267360723687555	0.0024720970156784094	0.7113467567913053	0.024333190232756107	95	K18718,K14311,K14308,K14306,K18724,K14284,K14310,K18717,K25201,K14328,K14304,K18721,K14543,K18722,K18723,K12882,K14303,K18725,K12880,K09291,K14299,K18727,K14289,K14307,K18720,K14301,K14313,K14309,K15043,K14315
ko03016:Transfer RNA biogenesis	-0.33413816631060517	-2.9980390199546827	0.0027172288123353816	0.7448504523012054	0.026231708919083874	257	K15452,K03495,K15435,K01866,K01880,K01892,K00554,K01883,K25706,K15331,K00974,K00784,K08876,K15904,K15443,K09698,K01876,K01889,K04487,K15322,K01881,K07566,K22503,K03650,K03976,K00777,K15903,K15460,K15901,K07560,K01886,K14528,K14289,K22900,K03177,K01893,K04567,K11377,K01884,K15332,K15450,K03536,K15436,K12597,K15325,K03437,K05545,K01737,K15455,K12573,K07237,K13177,K14679,K06173,K01887,K03439,K15902,K21027,K01867,K00791,K00962,K11991,K07050,K15458,K18707,K15780,K10026,K05540,K14522,K14526,K20000,K09765,K12161,K14415,K07739,K12618,K06925,K04085,K15323,K19055,K15865,K01875,K06177,K14533,K14058,K15453,K00773,K14547,K04075,K03216,K15463,K22446,K15447,K00599,K06920,K15454,K07568,K06967,K06168,K11376,K00566,K01869,K03151,K14742,K01872,K14524,K01873,K01008,K03684,K01885,K22132,K04094,K15427,K15457
