DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	AMG
PN3CF_k141_1976211	2
PN3GG_k141_23767	2
PN5RA_k141_1144443	2
PN5RG_k141_40466	2
PN6RL_k141_1631536	2
PN6RO_k141_1337588	2
PN16RH_k141_2273934	2
PN1CA_k141_375461	2
PN1CL_k141_922695	2
PN8RM_k141_243608	2
PN13RK_k141_2001122	2
PN4RA_k141_4387	2
PN13RG_k141_1014282	2
PN1RE_k141_1664124	2
PN2CA_k141_297622	2
PN10RK_k141_2007998_fragment_2	2
PN12RH_k141_43049	2
PN12RH_k141_942999	2
PN13RR_k141_840727	2
PN14RH_k141_102718	2
PN14RJ_k141_116787	2
PN16RE_k141_696884	2
PN16RR_k141_742103	2
PN1CC_k141_913249	2
PN1CJ_k141_1266473	2
PN1JE_k141_517956	2
PN1RA_k141_311164	2
PN1RK_k141_2150016	2
PN2GD_k141_128959	2
PN3CB_k141_1756760	2
PN3CF_k141_593738	2
PN3LA_k141_1791630	2
PN4RA_k141_1280201	2
PN5CF_k141_659879_1	2
PN5CG_k141_538280	2
PN5RG_k141_101890	2
PN6RF_k141_1252580	2
PN7RH_k141_1609332	2
PN8RC_k141_11712	2
PN9RC_k141_1866898	2
PN2JF_k141_70678	2
PN2JB_k141_167609	2
PN8RJ_k141_1148650	2
PN11RJ_k141_837509	2
PN11RF_k141_1614880	2
PN8RB_k141_755494	2
PN8RC_k141_785859	2
PN14RL_k141_937091	2
PN15RB_k141_1250265	2
PN15RI_k141_1261883	2
PN15RK_k141_98394	2
PN10RH_k141_1049070	1.732050808
PN1RH_k141_2414686	1.732050808
PN5RE_k141_1064440_1	1.732050808
PN3LD_k141_90287	1.732050808
PN5LD_k141_822671	1.732050808
PN9RI_k141_1009665	1.732050808
PN13RK_k141_2120372_1	1.732050808
PN15RA_k141_676812_1	1.732050808
PN1CJ_k141_1416747	1.732050808
PN1RA_k141_4269174	1.732050808
PN5JH_k141_591918	1.732050808
PN5RD_k141_725775_1	1.732050808
PN5RG_k141_466908	1.732050808
PN1RA_k141_3631952	1.732050808
PN1RK_k141_1313867	1.732050808
PN6RG_k141_1870773	1.732050808
PN5LC_k141_395738	1.732050808
PN15RA_k141_451885	1.732050808
PN7RK_k141_188788	1.732050808
PN8RE_k141_319755	1.732050808
PN8RA_k141_954592_1	1.732050808
PN1IE_k141_64726	1.732050808
PN11RO_k141_787571	1.732050808
PN13RC_k141_709749	1.732050808
PN14RS_k141_722	1.732050808
PN1RB_k141_1669916	1.732050808
PN1RH_k141_2974586	1.732050808
PN5RF_k141_812623	1.732050808
PN8RJ_k141_1199566_1	1.732050808
PN1CK_k141_518660	1.732050808
PN10RJ_k141_1610888_1	1.732050808
PN11RA_k141_1581675	1.732050808
PN13RE_k141_1365621	1.732050808
PN4RC_k141_1114478	1.732050808
PN10RM_k141_1003596	1.732050808
PN13RR_k141_1346457_1	1.732050808
PN14RS_k141_18213	1.732050808
PN1CG_k141_807418	1.732050808
PN4RE_k141_1021013	1.732050808
PN6RB_k141_534158	1.732050808
PN6RB_k141_2026071_1	1.732050808
PN5CF_k141_175781_1	1.732050808
PN1RI_k141_716355	1.732050808
PN3RG_k141_2537840	1.732050808
GY7_NODE_4_1	1.732050808
PN2JD_k141_127772	1.732050808
PN13RA_k141_1285764	1.732050808
PN10RJ_k141_83573	1.732050808
PN13RE_k141_836436_1	1.732050808
PN5RA_k141_398066	1.732050808
PN6RB_k141_1344640_1	1.732050808
J433_NODE_8_1	1.732050808
PN5CA_k141_435670	1.732050808
PN13RI_k141_1549768	1.732050808
PN13RP_k141_1484704_fragment_1	1.732050808
PN1CE_k141_110254_1	1.732050808
PN9RK_k141_914099	1.732050808
PN2CB_k141_1600407	1.732050808
PN1CI_k141_191675	1.732050808
PN7RF_k141_864757	1.732050808
PN2CJ_k141_2432879	1.732050808
PN14RN_k141_706141	1.732050808
PN10RF_k141_692979	1.732050808
PN10RG_k141_1449370	1.732050808
PN10RO_k141_235778	1.732050808
PN10RP_k141_1192155	1.732050808
PN10RT_k141_954461	1.732050808
PN11RN_k141_1535860	1.732050808
PN13RR_k141_1607824	1.732050808
PN14RE_k141_971511	1.732050808
PN14RK_k141_578957	1.732050808
PN15RB_k141_165751	1.732050808
PN15RP_k141_530656	1.732050808
PN16RC_k141_753028	1.732050808
PN16RE_k141_729557	1.732050808
PN16RL_k141_10306	1.732050808
PN16RU_k141_960560	1.732050808
PN1CI_k141_1137705	1.732050808
PN1CK_k141_488430	1.732050808
PN1GC_k141_298273	1.732050808
PN1JE_k141_370397	1.732050808
PN1JH_k141_157962	1.732050808
PN1JH_k141_50316	1.732050808
PN1RC_k141_1355128	1.732050808
PN1RF_k141_1367691	1.732050808
PN2RC_k141_653079	1.732050808
PN3CF_k141_2147908	1.732050808
PN3GD_k141_395894	1.732050808
PN3LA_k141_1615724	1.732050808
PN3RD_k141_1132537	1.732050808
PN3RD_k141_1264172_1	1.732050808
PN4RA_k141_744494	1.732050808
PN4RD_k141_1038336	1.732050808
PN4RD_k141_1336811	1.732050808
PN5CB_k141_261046_1	1.732050808
PN5CC_k141_140796	1.732050808
PN5CC_k141_527268_1	1.732050808
PN5CE_k141_651158_1	1.732050808
PN5JC_k141_30067	1.732050808
PN5RG_k141_1041954	1.732050808
PN5RH_k141_483774	1.732050808
PN6RI_k141_1506379	1.732050808
PN7RH_k141_1263463	1.732050808
PN7RL_k141_547223_1	1.732050808
PN7RO_k141_1281476	1.732050808
PN8RE_k141_751563	1.732050808
PN8RH_k141_824835	1.732050808
PN8RI_k141_679878	1.732050808
PN8RN_k141_175899	1.732050808
PN9RJ_k141_581004	1.732050808
R99_NODE_131	1.732050808
PN3RH_k141_2702463	1.732050808
PN5RB_k141_156801	1.732050808
PN6RI_k141_964485	1.732050808
PN13RT_k141_536764	1.732050808
PN14RS_k141_589408_1	1.732050808
PN1CJ_k141_398312	1.732050808
PN3LA_k141_1347883	1.732050808
PN5LF_k141_301511_1	1.732050808
PN5RB_k141_459111	1.732050808
PN6RF_k141_448990_1	1.732050808
PN8RD_k141_1315677	1.732050808
PN8RL_k141_1627897	1.732050808
PN8RQ_k141_1446964	1.732050808
PN13RQ_k141_1573981	1.732050808
PN13RQ_k141_278870	1.732050808
PN14RM_k141_1121379	1.732050808
PN14RP_k141_27912_fragment_1	1.732050808
PN10RI_k141_645407	1.732050808
PN11RI_k141_1727726_1	1.732050808
PN11RJ_k141_1318145	1.732050808
PN11RM_k141_2313776	1.732050808
PN11RO_k141_2122436_fragment_1	1.732050808
PN12RC_k141_149244	1.732050808
PN12RD_k141_1758783	1.732050808
PN13RS_k141_1261537_1	1.732050808
PN13RU_k141_774279	1.732050808
PN14RH_k141_1337128	1.732050808
PN14RK_k141_1426709	1.732050808
PN14RN_k141_885320	1.732050808
PN14RS_k141_197223	1.732050808
PN15RO_k141_58962	1.732050808
PN15RP_k141_138807	1.732050808
PN16RE_k141_599253	1.732050808
PN16RF_k141_1368079_1	1.732050808
PN16RG_k141_607733_fragment_2	1.732050808
PN16RQ_k141_374326_1	1.732050808
PN1CE_k141_245517_1	1.732050808
PN1CG_k141_655731	1.732050808
PN1GJ_k141_58457	1.732050808
PN1RA_k141_636021	1.732050808
PN1RC_k141_1888755	1.732050808
PN1RD_k141_3415950	1.732050808
PN1RH_k141_1942586	1.732050808
PN1RI_k141_879901	1.732050808
PN1RJ_k141_186441	1.732050808
PN3LE_k141_1616589	1.732050808
PN3RA_k141_906307	1.732050808
PN3RH_k141_712321	1.732050808
PN4RG_k141_259473_1	1.732050808
PN5RE_k141_344868_1	1.732050808
PN6RC_k141_1044918	1.732050808
PN6RD_k141_8401	1.732050808
PN6RI_k141_1003747	1.732050808
PN6RM_k141_1393581	1.732050808
PN6RO_k141_492457_1	1.732050808
PN7RI_k141_951844	1.732050808
PN7RL_k141_528433	1.732050808
PN8RA_k141_683914	1.732050808
PN8RC_k141_1126716	1.732050808
PN8RL_k141_1019412	1.732050808
PN8RM_k141_544553	1.732050808
PN9RJ_k141_553985	1.732050808
PN4RG_k141_1363636	1.732050808
PN5IA_k141_61578	1.732050808
PN7RQ_k141_1967596	1.732050808
PN14RK_k141_541706	1.732050808
PN11RI_k141_626114_1	1.732050808
PN1RA_k141_3611131_1	1.732050808
PN2CA_k141_804740_1	1.732050808
PN3RE_k141_1141198	1.732050808
PN7RT_k141_2123029	1.732050808
PN8RR_k141_210594	1.732050808
PN6RM_k141_1040219_1	1.732050808
H124_NODE_4_1	1.414213562
PN16RB_k141_665806	1.414213562
PN1RD_k141_2527221	1.414213562
PN1RJ_k141_346620	1.414213562
PN3CF_k141_1125739	1.414213562
PN5LA_k141_70504	1.414213562
PN6RJ_k141_301791	1.414213562
PN14RQ_k141_1509909	1.414213562
PN4RB_k141_716617	1.414213562
PN7RA_k141_817405	1.414213562
PN16RQ_k141_1694886	1.414213562
PN10RG_k141_1032083	1.414213562
PN16RS_k141_314600	1.414213562
PN1RB_k141_1111826_1	1.414213562
PN10RQ_k141_407430	1.414213562
PN8RF_k141_776708	1.414213562
BL5_NODE_2_1	1.414213562
H6_NODE_9_1	1.414213562
J1357_NODE_28_fragment_1	1.414213562
MR53_NODE_1_1_fragment_1	1.414213562
PN9RB_k141_625557	1.414213562
XR16_NODE_2_1	1.414213562
PN11RI_k141_2138372_fragment_1	1.414213562
PN12RH_k141_631300	1.414213562
PN16RB_k141_303313	1.414213562
PN1CA_k141_75685	1.414213562
PN1RK_k141_1966819	1.414213562
PN2CC_k141_1405031	1.414213562
PN2RC_k141_1683474	1.414213562
PN3CB_k141_947888_1	1.414213562
PN3CD_k141_1371524	1.414213562
PN4RA_k141_252876	1.414213562
PN5CA_k141_720169	1.414213562
PN5RE_k141_807699	1.414213562
PN7RO_k141_61714	1.414213562
PN8RI_k141_16891	1.414213562
PN8RO_k141_367191	1.414213562
PN1RD_k141_713435	1.414213562
PN10RC_k141_1176755	1.414213562
PN1RI_k141_1486813	1.414213562
CH13_NODE_2_1	1.414213562
PN16RP_k141_333404	1.414213562
PN5RG_k141_343877	1.414213562
PN2CJ_k141_65877	1.414213562
PN8RN_k141_719105	1.414213562
PN5RB_k141_675539	1.414213562
PN5RG_k141_1013660_fragment_1	1.414213562
PN1GE_k141_116111	1.414213562
PN14RP_k141_1084326_1	1.414213562
PN13RO_k141_1109344	1.414213562
PN13RS_k141_1768585	1.414213562
PN2RA_k141_714123	1.414213562
PN4RD_k141_1428589	1.414213562
PN6RD_k141_82769	1.414213562
PN7RL_k141_1533864	1.414213562
PN6RF_k141_1578880	1.414213562
PN5CF_k141_87881_1	1.414213562
PN7RK_k141_770562	1.414213562
PN8RF_k141_776926	1.414213562
PN15RF_k141_1197651	1.414213562
PN16RH_k141_1481365_1	1.414213562
PN16RR_k141_104193	1.414213562
PN5LE_k141_452297_1	1.414213562
PN3CA_k141_1958365	1.414213562
PN14RK_k141_915315	1.414213562
PN1IE_k141_50845	1.414213562
J410_NODE_1_1	1.414213562
PN3DG_k141_36583	1.414213562
PN1CL_k141_356525	1.414213562
PN8RK_k141_46095	1.414213562
PN1GE_k141_199392	1.414213562
B4_NODE_1_1	1.414213562
J1365_NODE_21_1	1.414213562
J267_NODE_7_1	1.414213562
J900_NODE_16	1.414213562
R106_NODE_9_1	1.414213562
J343_NODE_7_1	1.414213562
PN14RF_k141_626260_1	1.414213562
PN14RD_k141_107776	1.414213562
PN8RG_k141_1117579	1.414213562
PN10RA_k141_866693	1.414213562
PN12RB_k141_1365434_1	1.414213562
PN13RA_k141_2199124	1.414213562
PN14RB_k141_2651	1.414213562
PN14RH_k141_1264223_1	1.414213562
PN15RN_k141_1127091	1.414213562
PN1CE_k141_834032	1.414213562
PN1CI_k141_962910	1.414213562
PN1CJ_k141_1322765	1.414213562
PN1RE_k141_1298730	1.414213562
PN1RH_k141_3026357	1.414213562
PN1RL_k141_2068682	1.414213562
PN2CH_k141_885328	1.414213562
PN5LF_k141_196598	1.414213562
PN7RI_k141_1553524	1.414213562
PN8RC_k141_535826	1.414213562
PN5RB_k141_126638	1.414213562
PN6RO_k141_1452852	1.414213562
PN8RB_k141_885893	1.414213562
PN11RI_k141_1058589	1.414213562
PN1GF_k141_137299	1.414213562
PN1JJ_k141_158631	1.414213562
PN3GE_k141_578927_1	1.414213562
PN7RJ_k141_636203	1.414213562
PN9RF_k141_1509285	1.414213562
PN7RN_k141_501888	1.414213562
PN15RB_k141_1144513	1.414213562
PN1LE_k141_533333	1.414213562
PN8RL_k141_1781816	1.414213562
PN10RM_k141_754453	1.414213562
PN16RJ_k141_1348194	1.414213562
PN16RO_k141_258139	1.414213562
PN1CJ_k141_1582874	1.414213562
PN1RA_k141_4237478	1.414213562
PN3CG_k141_1258499	1.414213562
PN8RK_k141_850406	1.414213562
PN9RK_k141_748894_1	1.414213562
PN10RG_k141_592938	1.414213562
PN10RI_k141_1372871	1.414213562
PN10RM_k141_1031587	1.414213562
PN10RT_k141_833600_1	1.414213562
PN11RO_k141_742119	1.414213562
PN12RB_k141_357862	1.414213562
PN13RA_k141_793397_1	1.414213562
PN13RF_k141_2338789	1.414213562
PN13RP_k141_238347	1.414213562
PN14RC_k141_377101_fragment_1	1.414213562
PN14RJ_k141_560965	1.414213562
PN14RM_k141_1170200_1	1.414213562
PN1CI_k141_1123395	1.414213562
PN1RB_k141_1815608	1.414213562
PN1RD_k141_2107356	1.414213562
PN1RE_k141_1756601	1.414213562
PN2CC_k141_88200	1.414213562
PN2LD_k141_1777490	1.414213562
PN2RF_k141_868067	1.414213562
PN3CB_k141_392759_1	1.414213562
PN3GA_k141_9629	1.414213562
PN3RA_k141_1333871	1.414213562
PN6RH_k141_1576806_1	1.414213562
PN6RM_k141_1452788	1.414213562
PN6RQ_k141_471663	1.414213562
PN7RH_k141_1711989	1.414213562
PN7RQ_k141_582482	1.414213562
PN8RF_k141_648998_1	1.414213562
PN8RS_k141_525582	1.414213562
PN2RA_k141_249879_1	1.414213562
PN13RI_k141_1462019	1.414213562
PN11RD_k141_2166257	1.414213562
PN7RT_k141_1142101	1.414213562
PN4RE_k141_789772	1.414213562
PN5RA_k141_875562_1	1.414213562
PN6RC_k141_3150198	1.414213562
PN7RP_k141_858924	1.414213562
PN10RL_k141_1474339	1.414213562
PN16RL_k141_1298106	1.414213562
PN6RC_k141_1328289	1.414213562
PN3RE_k141_427400	1.414213562
PN1RC_k141_2817271_1	1.414213562
J1055_NODE_18_1	1.414213562
PN13RR_k141_402650	1.414213562
PN16RH_k141_927452	1.414213562
PN16RL_k141_20111	1.414213562
PN16RN_k141_1518379	1.414213562
PN16RN_k141_1650781	1.414213562
PN3RE_k141_393759	1.414213562
PN7RM_k141_1311586	1.414213562
PN7RM_k141_1392143	1.414213562
PN7RO_k141_1457629	1.414213562
PN7RR_k141_415012	1.414213562
PN3RA_k141_2521444	1.414213562
PN8RJ_k141_710227	1.414213562
PN13RM_k141_1197154_1	1.414213562
PN13RI_k141_948763	1.414213562
PN16RV_k141_232026_1	1.414213562
PN2LD_k141_1323653	1.414213562
PN2RJ_k141_999414_fragment_1	1.414213562
PN4RA_k141_871005	1.414213562
PN6RE_k141_433009	1.414213562
PN7RS_k141_779622	1.414213562
PN8RC_k141_517164	1.414213562
PN1RC_k141_2889910_1	1.414213562
PN12RD_k141_893354_1	1.414213562
PN5RG_k141_167742_1	1.414213562
PN13RE_k141_433844	1.414213562
PN1CK_k141_935670	1.414213562
PN2RC_k141_255479	1.414213562
PN8RS_k141_1242727	1.414213562
PN6RC_k141_2327615	1.414213562
PN15RB_k141_985488	1.414213562
H103_NODE_11_1	1.414213562
PN13RH_k141_2043630	1.414213562
PN1RH_k141_1405142	1.414213562
PN5CA_k141_135657_1	1.414213562
PN7RF_k141_1000732	1.414213562
PN1RE_k141_1784498	1.414213562
PN16RS_k141_463950	1.414213562
CH38_NODE_187	1.414213562
J1071_NODE_7_1	1.414213562
MR5_NODE_6_1	1.414213562
PN10RA_k141_1009506_1	1.414213562
PN10RA_k141_1358530	1.414213562
PN10RA_k141_70410	1.414213562
PN10RB_k141_1107910_1	1.414213562
PN10RD_k141_1855552	1.414213562
PN10RH_k141_81112	1.414213562
PN10RK_k141_2267821	1.414213562
PN10RL_k141_1527360	1.414213562
PN10RS_k141_1757282	1.414213562
PN10RT_k141_16193	1.414213562
PN11RB_k141_1745864	1.414213562
PN11RD_k141_2217729_1	1.414213562
PN11RI_k141_611457	1.414213562
PN11RM_k141_2935842	1.414213562
PN11RM_k141_540352	1.414213562
PN12RA_k141_1663877	1.414213562
PN12RE_k141_1166580	1.414213562
PN12RH_k141_857962	1.414213562
PN13RA_k141_2200894	1.414213562
PN13RG_k141_1407701_1	1.414213562
PN13RL_k141_1687527	1.414213562
PN13RQ_k141_615545	1.414213562
PN13RS_k141_158144	1.414213562
PN13RT_k141_870770_1	1.414213562
PN14RE_k141_688053	1.414213562
PN14RH_k141_149009	1.414213562
PN14RJ_k141_252283	1.414213562
PN14RJ_k141_545677	1.414213562
PN14RK_k141_706011	1.414213562
PN15RA_k141_399944	1.414213562
PN15RC_k141_611370	1.414213562
PN16RD_k141_393367	1.414213562
PN16RE_k141_396079	1.414213562
PN16RE_k141_781582	1.414213562
PN16RK_k141_2098496	1.414213562
PN16RL_k141_890864	1.414213562
PN16RM_k141_1626515	1.414213562
PN16RN_k141_1105375	1.414213562
PN16RN_k141_750242	1.414213562
PN16RO_k141_2375813	1.414213562
PN16RP_k141_176198	1.414213562
PN16RQ_k141_2077850	1.414213562
PN16RR_k141_167785	1.414213562
PN16RV_k141_1676898	1.414213562
PN1CD_k141_1025801	1.414213562
PN1CH_k141_432750	1.414213562
PN1CK_k141_907661	1.414213562
PN1CL_k141_851753	1.414213562
PN1GE_k141_343199	1.414213562
PN1GG_k141_173731	1.414213562
PN1GG_k141_318706	1.414213562
PN1GK_k141_122190	1.414213562
PN1GL_k141_103105	1.414213562
PN1GL_k141_38017	1.414213562
PN1JI_k141_75436	1.414213562
PN1LC_k141_773302	1.414213562
PN1LD_k141_1008642	1.414213562
PN1LG_k141_573662	1.414213562
PN1LH_k141_1027803	1.414213562
PN1RA_k141_1188900_1	1.414213562
PN1RA_k141_3705254	1.414213562
PN1RD_k141_1313555	1.414213562
PN1RE_k141_1433269	1.414213562
PN1RE_k141_1521330	1.414213562
PN1RE_k141_220890	1.414213562
PN1RE_k141_320625	1.414213562
PN1RH_k141_124372	1.414213562
PN1RH_k141_1454225_1	1.414213562
PN1RH_k141_1536849_1	1.414213562
PN1RH_k141_2968992	1.414213562
PN1RH_k141_713912	1.414213562
PN1RI_k141_389764	1.414213562
PN1RJ_k141_1764098	1.414213562
PN1RK_k141_472127	1.414213562
PN1RL_k141_323105	1.414213562
PN1RL_k141_802245	1.414213562
PN2GC_k141_256073	1.414213562
PN2LF_k141_457746	1.414213562
PN2RE_k141_121990	1.414213562
PN2RE_k141_2306930_1	1.414213562
PN3CA_k141_390261	1.414213562
PN3CC_k141_2173093	1.414213562
PN3CC_k141_2599980	1.414213562
PN3CE_k141_382740	1.414213562
PN3CF_k141_1575949	1.414213562
PN3CF_k141_51333	1.414213562
PN3DG_k141_21187	1.414213562
PN3DG_k141_300570	1.414213562
PN3DG_k141_392799	1.414213562
PN3JA_k141_138795	1.414213562
PN3LE_k141_752456	1.414213562
PN3LH_k141_624329_1	1.414213562
PN3RD_k141_1977898	1.414213562
PN3RD_k141_2204566	1.414213562
PN3RE_k141_1061631	1.414213562
PN3RE_k141_1443466	1.414213562
PN3RF_k141_1619508	1.414213562
PN3RG_k141_2173755_1	1.414213562
